time (hr)               ,od-sensors-1.od-680      ,od-sensors-2.od-680      ,od-sensors-3.od-680      ,od-sensors-4.od-680      ,od-sensors-5.od-680      ,od-sensors-6.od-680      ,od-sensors-7.od-680      ,od-sensors-8.od-680      
0.083333,0.64932,0.00951,-0.0139,                         ,0.00261,-0.04028,-0.01768,-0.03801
0.166667,0.64932,0.00524,-0.01082,                         ,0.00421,-0.03126,-0.01559,-0.03734
0.25,0.64803,0.01248,-0.01068,                         ,0.00465,-0.02911,-0.01378,-0.03668
0.333333,0.64674,0.01712,-0.00644,                         ,0.00655,-0.02695,-0.01266,-0.03414
0.416667,0.6461,0.00744,-0.00672,                         ,0.01024,-0.02586,-0.01126,-0.03561
0.5,0.64867,0.01592,-0.00601,                         ,0.0098,-0.026,-0.01027,-0.0332
0.583333,0.6461,0.02029,-0.00101,                         ,0.01143,-0.02573,-0.01013,-0.03454
0.666667,0.64738,0.00862,-0.00216,                         ,0.01143,-0.02518,-0.00928,-0.03521
0.75,0.64738,0.01248,-0.00244,                         ,0.01217,-0.02423,-0.00801,-0.03239
0.833333,0.67735,0.01833,-0.00913,                         ,0.015,-0.02396,-0.00772,-0.03441
0.916667,0.67804,0.02257,-0.00828,                         ,0.01157,-0.02382,-0.00744,-0.03104
1,0.67735,0.01397,-0.00729,                         ,0.01247,-0.02396,-0.00716,-0.03454
1.083333,0.67873,0.02579,-0.00899,                         ,0.01232,-0.02505,-0.00772,-0.03145
1.166667,0.67735,0.01607,-0.00729,                         ,0.01187,-0.02478,-0.0073,-0.03521
1.25,0.67873,0.02136,-0.00757,                         ,0.01381,-0.02491,-0.00716,-0.03414
1.333333,0.67942,0.01878,-0.0063,                         ,0.01247,-0.02546,-0.00687,-0.03037
1.416667,0.68711,0.0312,-0.0063,                         ,0.01217,-0.02546,-0.00758,-0.03239
1.5,0.6843,0.01352,-0.00487,                         ,0.01455,-0.02505,-0.00744,-0.03507
1.583333,0.68781,0.02794,-0.00402,                         ,0.01455,-0.02518,-0.00645,-0.03266
1.666667,0.68852,0.0209,-0.00701,                         ,0.01276,-0.026,-0.00702,-0.03561
1.75,0.68781,0.02825,-0.0043,                         ,0.01381,-0.02559,-0.00702,-0.0328
1.833333,0.68852,0.01442,-0.00544,                         ,0.01351,-0.02613,-0.00702,-0.03654
1.916667,0.68781,0.02902,-0.00316,                         ,0.01202,-0.02559,-0.00687,-0.0332
2,0.68781,0.02887,-0.0013,                         ,0.01425,-0.02586,-0.00659,-0.03427
2.083333,0.68781,0.02902,-0.00516,                         ,0.01515,-0.02654,-0.00687,-0.03347
2.166667,0.68852,0.01412,-0.00445,                         ,0.01425,-0.02627,-0.00673,-0.0328
2.25,0.68852,0.02748,-0.00402,                         ,0.01411,-0.02668,-0.00602,-0.03347
2.333333,0.68923,0.02871,-0.00187,                         ,0.01425,-0.02586,-0.00687,-0.034
2.416667,0.68923,0.0298,-0.00115,                         ,0.01351,-0.02641,-0.00702,-0.03414
2.5,0.68923,0.02733,-0.00115,                         ,0.01366,-0.02654,-0.00673,-0.03454
2.583333,0.68923,0.03011,-0.00029,                         ,0.0156,-0.02695,-0.00645,-0.0328
2.666667,0.68852,0.02748,-0.00416,                         ,0.01232,-0.02749,-0.0073,-0.03454
2.75,0.68923,0.02794,0,                         ,0.01455,-0.02735,-0.00645,-0.03481
2.833333,0.68994,0.02594,-0.00359,                         ,0.01336,-0.02708,-0.00716,-0.0336
2.916667,0.68852,0.02995,0.00087,                         ,0.01411,-0.02695,-0.00702,-0.03494
3,0.68923,0.02625,-0.00302,                         ,0.01381,-0.02735,-0.00645,-0.03507
3.083333,0.69065,0.03011,-0.00216,                         ,0.01575,-0.02681,-0.0063,-0.03507
3.166667,0.68923,0.0298,-0.00316,                         ,0.01635,-0.02735,-0.00616,-0.03574
3.25,0.68994,0.02918,0.00231,                         ,0.01455,-0.02668,-0.00645,-0.03561
3.333333,0.69065,0.02395,-0.00216,                         ,0.0156,-0.02708,-0.00659,-0.03507
3.416667,0.68994,0.02487,-0.00058,                         ,0.015,-0.02708,-0.00673,-0.03521
3.5,0.68994,0.02609,-0.00158,                         ,0.0153,-0.02695,-0.00588,-0.03494
3.583333,0.69065,0.03042,0.00115,                         ,0.01515,-0.02708,-0.00602,-0.03454
3.666667,0.69065,0.02563,-0.00043,                         ,0.01665,-0.02641,-0.00531,-0.03507
3.75,0.69136,0.03088,0.00029,                         ,0.0162,-0.02681,-0.00502,-0.03467
3.833333,0.69207,0.02671,-0.00058,                         ,0.01665,-0.02681,-0.00588,-0.03521
3.916667,0.69136,0.03228,0.00173,                         ,0.0159,-0.02641,-0.00559,-0.03481
4,0.69136,0.02303,0.00072,                         ,0.0159,-0.02668,-0.00531,-0.03427
4.083333,0.69136,0.0326,0.00144,                         ,0.01665,-0.02586,-0.00531,-0.03481
4.166667,0.69207,0.03073,0.00144,                         ,0.0168,-0.02681,-0.00459,-0.03454
4.25,0.69207,0.03291,0.00101,                         ,0.01695,-0.026,-0.00417,-0.03414
4.333333,0.69207,0.02044,0.00144,                         ,0.01665,-0.02627,-0.00445,-0.03494
4.416667,0.69278,0.03322,0.0013,                         ,0.0168,-0.02586,-0.00445,-0.03494
4.5,0.69278,0.03104,0.00217,                         ,0.0162,-0.02613,-0.00459,-0.03481
4.583333,0.6935,0.03228,0.00144,                         ,0.01755,-0.02654,-0.00402,-0.03481
4.666667,0.6935,0.02748,0.00376,                         ,0.0174,-0.02627,-0.00359,-0.03427
4.75,0.69278,0.03275,0.00333,                         ,0.01801,-0.02613,-0.00331,-0.03454
4.833333,0.6935,0.02671,0.0042,                         ,0.01755,-0.02627,-0.00374,-0.03427
4.916667,0.69493,0.03353,0.0061,                         ,0.01786,-0.026,-0.00374,-0.03427
5,0.6935,0.02918,0.00347,                         ,0.01921,-0.02559,-0.00288,-0.03387
5.083333,0.6935,0.03432,0.00449,                         ,0.01831,-0.02559,-0.00302,-0.03441
5.166667,0.69493,0.02949,0.00318,                         ,0.01876,-0.02559,-0.00331,-0.03641
5.25,0.69421,0.03494,0.00566,                         ,0.0174,-0.02546,-0.00245,-0.03387
5.333333,0.69565,0.03416,0.00537,                         ,0.01786,-0.026,-0.00173,-0.03454
5.416667,0.69709,0.03494,0.00478,                         ,0.01891,-0.02559,-0.00259,-0.03387
5.5,0.69421,0.03166,0.00493,                         ,0.01921,-0.02532,-0.00187,-0.03414
5.583333,0.69493,0.03447,0.00683,                         ,0.02012,-0.02532,-0.00216,-0.03387
5.666667,0.69421,0.03416,0.00727,                         ,0.01936,-0.02505,-0.00245,-0.03414
5.75,0.69565,0.03589,0.0061,                         ,0.01952,-0.02505,-0.00216,-0.034
5.833333,0.69565,0.03135,0.00624,                         ,0.01997,-0.02478,-0.00115,-0.03427
5.916667,0.69565,0.03589,0.00947,                         ,0.01967,-0.02478,-0.00144,-0.03441
6,0.69709,0.03589,0.00595,                         ,0.01967,-0.02478,-0.00101,-0.0328
6.083333,0.69637,0.03667,0.00859,                         ,0.02058,-0.02478,-0.00115,-0.034
6.166667,0.69709,0.03104,0.00756,                         ,0.02133,-0.0245,-0.00144,-0.03374
6.25,0.69709,0.03636,0.0108,                         ,0.02103,-0.02382,-0.0013,-0.03374
6.333333,0.69709,0.03541,0.00888,                         ,0.02088,-0.02505,-0.00101,-0.03414
6.416667,0.69709,0.03636,0.0111,                         ,0.02012,-0.02491,-0.00058,-0.034
6.5,0.69854,0.03073,0.00844,                         ,0.02088,-0.02437,0.00014,-0.0336
6.583333,0.69781,0.03636,0.00741,                         ,0.02164,-0.02437,-0.00014,-0.03427
6.666667,0.69781,0.03369,0.00962,                         ,0.02149,-0.02423,-0.00058,-0.03374
6.75,0.69854,0.03778,0.01287,                         ,0.02194,-0.02437,0.00029,-0.03266
6.833333,0.69854,0.03291,0.00888,                         ,0.02209,-0.02423,0.00029,-0.03454
6.916667,0.69854,0.03857,0.01243,                         ,0.02225,-0.02396,0.00014,-0.0332
7,0.69854,0.03447,0.0105,                         ,0.02225,-0.02396,0.00029,-0.03548
7.083333,0.69854,0.03338,0.01036,                         ,0.02255,-0.02355,0.00043,-0.03387
7.166667,0.69854,0.03353,0.0108,                         ,0.02225,-0.02314,0.00072,-0.03467
7.25,0.69999,0.03825,0.0111,                         ,0.02453,-0.02355,0.00072,-0.03293
7.333333,0.70071,0.03667,0.01184,                         ,0.02515,-0.02355,0.00217,-0.03374
7.416667,0.69999,0.03526,0.01347,                         ,0.0253,-0.02328,0.00217,-0.0332
7.5,0.69854,0.0351,0.01169,                         ,0.02499,-0.023,0.00203,-0.03588
7.583333,0.70071,0.03683,0.01332,                         ,0.02438,-0.02341,0.00188,-0.0328
7.666667,0.69709,0.03307,0.02127,                         ,0.02423,-0.02328,0.00246,-0.03548
7.75,0.70071,0.03888,0.01332,                         ,0.02591,-0.02273,0.00188,-0.03333
7.833333,0.70144,0.0312,0.01362,                         ,0.02453,-0.02287,0.00246,-0.03561
7.916667,0.70144,0.03699,0.01287,                         ,0.02515,-0.02232,0.00362,-0.03266
8,0.7029,0.03541,0.01421,                         ,0.02622,-0.02232,0.0029,-0.03574
8.083333,0.70217,0.03778,0.0157,                         ,0.02776,-0.02287,0.00319,-0.03199
8.166667,0.7029,0.03762,0.01496,                         ,0.02714,-0.02205,0.00348,-0.03628
8.25,0.70217,0.04094,0.01555,                         ,0.0276,-0.02205,0.00421,-0.0328
8.333333,0.70217,0.03182,0.0154,                         ,0.02668,-0.02163,0.00421,-0.034
8.416667,0.7029,0.04286,0.01885,                         ,0.02653,-0.02163,0.00494,-0.03199
8.5,0.70363,0.03967,0.01645,                         ,0.02653,-0.02109,0.00406,-0.03561
8.583333,0.70363,0.0443,0.01915,                         ,0.0273,-0.02122,0.00464,-0.03212
8.666667,0.70437,0.03432,0.01795,                         ,0.02714,-0.02109,0.0045,-0.03441
8.75,0.70437,0.04478,0.01885,                         ,0.0293,-0.02136,0.00581,-0.03131
8.833333,0.7051,0.03841,0.01991,                         ,0.02745,-0.02054,0.00567,-0.03226
8.916667,0.7051,0.04398,0.01885,                         ,0.02915,-0.01999,0.00567,-0.03091
9,0.70583,0.03999,0.01991,                         ,0.03085,-0.01971,0.00713,-0.0305
9.083333,0.70583,0.0451,0.02006,                         ,0.02961,-0.01957,0.00713,-0.03023
9.166667,0.70583,0.04126,0.02051,                         ,0.02992,-0.01944,0.00698,-0.03023
9.25,0.70657,0.04655,0.02097,                         ,0.03008,-0.0193,0.00757,-0.02969
9.333333,0.70657,0.04494,0.02112,                         ,0.03132,-0.01833,0.00742,-0.0301
9.416667,0.70731,0.04574,0.02097,                         ,0.03054,-0.0182,0.00801,-0.02969
9.5,0.70731,0.03809,0.02218,                         ,0.03116,-0.01792,0.00831,-0.02956
9.583333,0.70805,0.04703,0.02187,                         ,0.03054,-0.01778,0.00845,-0.02861
9.666667,0.70731,0.04318,0.02248,                         ,0.03116,-0.0175,0.00978,-0.02929
9.75,0.70805,0.04913,0.02446,                         ,0.03241,-0.01695,0.00889,-0.02806
9.833333,0.70879,0.04462,0.024,                         ,0.0335,-0.01626,0.00978,-0.02684
9.916667,0.70879,0.04865,0.02431,                         ,0.03287,-0.0164,0.01037,-0.0267
10,0.70953,0.0451,0.02583,                         ,0.03366,-0.01556,0.01037,-0.02684
10.083333,0.70953,0.04946,0.0266,                         ,0.03366,-0.01584,0.01022,-0.02561
10.166667,0.71102,0.04881,0.0266,                         ,0.03491,-0.01487,0.01052,-0.02629
10.25,0.71027,0.05043,0.02937,                         ,0.03225,-0.01501,0.01126,-0.02575
10.333333,0.71102,0.04719,0.02614,                         ,0.03381,-0.01473,0.012,-0.02479
10.416667,0.71102,0.05173,0.02691,                         ,0.03538,-0.01361,0.01185,-0.02369
10.5,0.71176,0.05206,0.0286,                         ,0.03616,-0.01333,0.01319,-0.02383
10.583333,0.71176,0.05353,0.03169,                         ,0.03553,-0.01319,0.01334,-0.02369
10.666667,0.71176,0.04962,0.0286,                         ,0.03538,-0.01319,0.01423,-0.02108
10.75,0.71326,0.05353,0.02875,                         ,0.03522,-0.01221,0.01468,-0.02246
10.833333,0.71326,0.04816,0.02998,                         ,0.03663,-0.01137,0.01528,-0.02149
10.916667,0.71326,0.04978,0.02952,                         ,0.03695,-0.01123,0.01483,-0.02135
11,0.71401,0.04929,0.02983,                         ,0.03774,-0.01095,0.01513,-0.02135
11.083333,0.71476,0.05402,0.03542,                         ,0.03774,-0.01109,0.01632,-0.01859
11.166667,0.71476,0.05287,0.032,                         ,0.03884,-0.0094,0.01692,-0.01831
11.25,0.71476,0.05583,0.032,                         ,0.039,-0.00997,0.01707,-0.019
11.333333,0.71476,0.05075,0.03246,                         ,0.04011,-0.00912,0.01737,-0.02108
11.416667,0.71551,0.05222,0.03308,                         ,0.03916,-0.0094,0.01903,-0.01845
11.5,0.71702,0.05189,0.03386,                         ,0.04011,-0.00912,0.01903,-0.01706
11.583333,0.71702,0.05764,0.0348,                         ,0.04154,-0.00813,0.01978,-0.01636
11.666667,0.71626,0.05304,0.03449,                         ,0.04217,-0.00813,0.02009,-0.01761
11.75,0.71777,0.06063,0.03699,                         ,0.04122,-0.00757,0.02084,-0.0158
11.833333,0.71777,0.05369,0.03746,                         ,0.04122,-0.00658,0.02206,-0.01692
11.916667,0.71853,0.05913,0.03574,                         ,0.04249,-0.00757,0.02236,-0.01594
12,0.71853,0.0555,0.03809,                         ,0.04233,-0.00629,0.02282,-0.01524
12.083333,0.71929,0.06029,0.04093,                         ,0.04393,-0.00658,0.02327,-0.0144
12.166667,0.72005,0.05616,0.0373,                         ,0.04329,-0.00757,0.02251,-0.01482
12.25,0.72005,0.0633,0.03935,                         ,0.04409,-0.00601,0.02388,-0.01454
12.333333,0.72005,0.05797,0.03951,                         ,0.04489,-0.00473,0.02388,-0.01454
12.416667,0.72005,0.06213,0.04125,                         ,0.04441,-0.00473,0.02434,-0.01328
12.5,0.72081,0.05698,0.04062,                         ,0.04489,-0.0043,0.02403,-0.01398
12.583333,0.72234,0.06313,0.03951,                         ,0.04585,-0.00416,0.02556,-0.01229
12.666667,0.72234,0.06296,0.04157,                         ,0.04537,-0.00287,0.02602,-0.01314
12.75,0.7231,0.06481,0.04539,                         ,0.04666,-0.00287,0.02633,-0.01173
12.833333,0.72234,0.06464,0.0422,                         ,0.04746,-0.00287,0.0271,-0.01257
12.916667,0.72387,0.06632,0.04555,                         ,0.04682,-0.00216,0.02787,-0.01144
13,0.72387,0.06129,0.04363,                         ,0.04746,-0.00201,0.02848,-0.01088
13.083333,0.72464,0.06666,0.04876,                         ,0.04779,-0.00129,0.02879,-0.01229
13.166667,0.72541,0.06581,0.04379,                         ,0.04795,-0.00129,0.02864,-0.01031
13.25,0.72541,0.06581,0.04667,                         ,0.05005,-0.00086,0.0291,-0.0106
13.333333,0.72541,0.06716,0.04587,                         ,0.04924,0,0.02972,-0.00975
13.416667,0.72541,0.06903,0.04635,                         ,0.05038,-0.00072,0.03033,-0.00875
13.5,0.72618,0.06886,0.0478,                         ,0.05151,-0.00043,0.03126,-0.00961
13.583333,0.72772,0.07005,0.05086,                         ,0.05119,0.00087,0.03189,-0.00918
13.666667,0.7285,0.06514,0.04925,                         ,0.05135,0.0013,0.03251,-0.00818
13.75,0.7285,0.07107,0.05281,                         ,0.0538,0.00159,0.03422,-0.0089
13.833333,0.73005,0.07295,0.05103,                         ,0.05282,0.0013,0.03329,-0.0079
13.916667,0.72927,0.07124,0.05038,                         ,0.05495,0.00275,0.03469,-0.00762
14,0.72927,0.0726,0.05135,                         ,0.05593,0.00144,0.03453,-0.00733
14.083333,0.73005,0.07295,0.05363,                         ,0.05544,0.00318,0.03532,-0.0069
14.166667,0.73083,0.07449,0.0533,                         ,0.05478,0.00289,0.03563,-0.00519
14.25,0.73161,0.07432,0.05477,                         ,0.05659,0.00362,0.03767,-0.00662
14.333333,1.08752,0.26508,0.05444,                         ,0.05495,0.00362,0.03657,-0.00946
14.416667,1.08752,0.26615,0.05461,                         ,0.05511,0.00333,0.03783,-0.0059
14.5,1.08752,0.26615,0.05543,                         ,0.05824,0.00522,0.03799,-0.00404
14.583333,1.08752,0.26615,0.0569,                         ,0.05807,0.00551,0.03925,-0.00433
14.666667,1.08752,0.26802,0.0569,                         ,0.05857,0.00536,0.03893,-0.00733
14.75,1.08752,0.26695,0.05789,                         ,0.06006,0.0058,0.03956,-0.00275
14.833333,1.08752,0.26856,0.05855,                         ,0.05973,0.00522,0.04115,-0.00476
14.916667,1.0893,0.27044,0.05822,                         ,0.0599,0.00624,0.04067,-0.00361
15,1.0893,0.26936,0.06004,                         ,0.05923,0.00902,0.04242,-0.00231
15.083333,1.0893,0.27071,0.0597,                         ,0.06239,0.00829,0.04306,-0.00246
15.166667,1.0893,0.27098,0.06169,                         ,0.06039,0.00844,0.04369,-0.00029
15.25,1.0893,0.27071,0.06253,                         ,0.06223,0.00932,0.04417,-0.00188
15.333333,1.09108,0.27152,0.06336,                         ,0.06256,0.00976,0.04449,-0.0049
15.416667,1.0893,0.27342,0.06186,                         ,0.06323,0.01035,0.04481,-0.00058
15.5,1.0893,0.27396,0.06386,                         ,0.06541,0.01035,0.04561,-0.00014
15.583333,1.09108,0.27369,0.06453,                         ,0.0649,0.01094,0.04674,0.00044
15.666667,1.09108,0.27478,0.06503,                         ,0.0644,0.0105,0.04722,-0.00159
15.75,1.09108,0.27478,0.06637,                         ,0.06642,0.01242,0.04851,0.00247
15.833333,1.09108,0.27614,0.06839,                         ,0.0676,0.01286,0.04867,0.00116
15.916667,1.09287,0.27669,0.06839,                         ,0.06743,0.01301,0.04883,0.00174
16,1.09287,0.27724,0.0694,                         ,0.06827,0.01361,0.05126,0.00189
16.083333,1.09287,0.27833,0.06974,                         ,0.06827,0.01405,0.05077,0.0032
16.166667,1.09287,0.27888,0.07042,                         ,0.06878,0.01525,0.05224,0.00291
16.25,1.09467,0.28192,0.0711,                         ,0.07014,0.0148,0.05175,0.00335
16.333333,1.09467,0.28137,0.07195,                         ,0.07014,0.0151,0.05305,0.00452
16.416667,1.09287,0.28054,0.07246,                         ,0.07048,0.01525,0.05338,0.00598
16.5,1.09467,0.28192,0.07468,                         ,0.07167,0.01659,0.05485,0.00305
16.583333,1.09467,0.28164,0.07382,                         ,0.07099,0.01674,0.056,0.00613
16.666667,1.09467,0.28331,0.07554,                         ,0.07304,0.01659,0.05616,0.0051
16.75,1.09467,0.28275,0.07691,                         ,0.07475,0.01614,0.05748,0.0054
16.833333,1.09648,0.28331,0.07691,                         ,0.07424,0.01674,0.05764,0.00452
16.916667,1.09467,0.28442,0.07691,                         ,0.07424,0.01749,0.05847,0.00598
17,1.09467,0.28581,0.07863,                         ,0.07682,0.01839,0.05962,0.00276
17.083333,1.09648,0.28386,0.08071,                         ,0.07578,0.01869,0.06012,0.00701
17.166667,1.09467,0.2875,0.0795,                         ,0.07768,0.01929,0.06045,0.00672
17.25,1.09648,0.28834,0.07933,                         ,0.07664,0.01884,0.06245,0.00775
17.333333,1.09829,0.28665,0.08071,                         ,0.07768,0.02005,0.06362,0.01027
17.416667,1.09648,0.2875,0.08158,                         ,0.0808,0.02095,0.06245,0.0076
17.5,1.09829,0.28862,0.08385,                         ,0.07941,0.0211,0.06462,0.00938
17.583333,1.09648,0.29172,0.08613,                         ,0.08098,0.02125,0.06428,0.00953
17.666667,1.09829,0.29031,0.08718,                         ,0.08202,0.02125,0.06529,0.00864
17.75,1.09829,0.29087,0.08842,                         ,0.0822,0.02231,0.06714,0.01027
17.833333,1.09829,0.29229,0.08859,                         ,0.08237,0.02338,0.06798,0.01056
17.916667,1.10011,0.29201,0.08859,                         ,0.08202,0.02262,0.06849,0.00908
18,1.10011,0.29343,0.08983,                         ,0.08395,0.02444,0.0695,0.00849
18.083333,1.10011,0.29457,0.09179,                         ,0.08518,0.02414,0.06933,0.0122
18.166667,1.10011,0.29542,0.09054,                         ,0.08465,0.02399,0.07154,0.00775
18.25,1.10011,0.29485,0.09393,                         ,0.08535,0.02551,0.07291,0.01295
18.333333,1.09829,0.29657,0.09375,                         ,0.08535,0.02658,0.07188,0.01384
18.416667,1.10011,0.298,0.0909,                         ,0.08624,0.02627,0.07291,0.01265
18.5,1.10194,0.30031,0.095,                         ,0.088,0.02627,0.07325,0.0131
18.583333,1.10194,0.29685,0.09447,                         ,0.08535,0.02673,0.07479,0.01235
18.666667,1.10011,0.29944,0.09644,                         ,0.08853,0.02873,0.0695,0.01414
18.75,1.10194,0.29915,0.09626,                         ,0.08924,0.02765,0.07137,0.01384
18.833333,1.10011,0.30146,0.09843,                         ,0.09263,0.02873,0.07256,0.01235
18.916667,1.10011,0.30204,0.09734,                         ,0.09174,0.02888,0.07427,0.01369
19,1.10194,0.30175,0.10042,                         ,0.09191,0.02873,0.07462,0.01175
19.083333,1.10194,0.30408,0.10024,                         ,0.09263,0.03012,0.07547,0.01474
19.166667,1.10194,0.30496,0.10297,                         ,0.09335,0.03043,0.07616,0.01071
19.25,1.10377,0.30437,0.10279,                         ,0.09514,0.03228,0.07737,0.0161
19.333333,1.10377,0.30437,0.10352,                         ,0.09442,0.03104,0.0784,0.01414
19.416667,1.10562,0.30671,0.10664,                         ,0.09731,0.03166,0.07927,0.01625
19.5,1.10562,0.30818,0.1048,                         ,0.0964,0.03275,0.081,0.01295
19.583333,1.10377,0.31024,0.10701,                         ,0.09912,0.03259,0.08083,0.01685
19.666667,1.10562,0.30995,0.10701,                         ,0.0993,0.03275,0.08222,0.0167
19.75,1.10747,0.30906,0.1083,                         ,0.10076,0.03337,0.08345,0.01685
19.833333,1.10562,0.31202,0.11034,                         ,0.10094,0.03306,0.08485,0.01399
19.916667,1.10747,0.31143,0.10867,                         ,0.10131,0.03446,0.08432,0.01745
20,1.10747,0.31172,0.11146,                         ,0.10149,0.03368,0.08573,0.01881
20.083333,1.10747,0.31143,0.11127,                         ,0.10442,0.03415,0.08661,0.01866
20.166667,1.10747,0.3147,0.11445,                         ,0.1024,0.03415,0.08573,0.0161
20.25,1.10747,0.315,0.11576,                         ,0.1035,0.03587,0.08872,0.01911
20.333333,1.10933,0.3186,0.11501,                         ,0.10645,0.03587,0.08872,0.01534
20.416667,1.10933,0.3168,0.11727,                         ,0.10774,0.03665,0.08997,0.01911
20.5,1.10933,0.3174,0.11841,                         ,0.10663,0.03696,0.0905,0.01715
20.583333,1.10933,0.31981,0.11954,                         ,0.10848,0.03681,0.09103,0.01896
20.666667,1.10933,0.32072,0.12164,                         ,0.10941,0.03728,0.0921,0.0176
20.75,1.10933,0.31951,0.12049,                         ,0.1096,0.03791,0.09299,0.02063
20.833333,1.1112,0.31981,0.12221,                         ,0.11053,0.03744,0.09515,0.0167
20.916667,1.1112,0.3259,0.12316,                         ,0.11202,0.03822,0.09659,0.02063
21,1.1112,0.32284,0.12336,                         ,0.11202,0.03791,0.09659,0.02018
21.083333,1.1112,0.32437,0.12412,                         ,0.11259,0.0398,0.09713,0.01896
21.166667,1.1112,0.32651,0.12701,                         ,0.11616,0.04011,0.09894,0.02018
21.25,1.1112,0.32651,0.12875,                         ,0.11578,0.04074,0.09803,0.02231
21.333333,1.1112,0.32559,0.12856,                         ,0.11597,0.04043,0.10021,0.01881
21.416667,1.11307,0.32712,0.13108,                         ,0.1173,0.04059,0.10039,0.02276
21.5,1.11307,0.32866,0.13304,                         ,0.1173,0.04185,0.10221,0.02215
21.583333,1.11307,0.32928,0.13323,                         ,0.11996,0.0409,0.10258,0.02215
21.666667,1.11307,0.33052,0.13363,                         ,0.11938,0.04185,0.10331,0.02307
21.75,1.11307,0.33238,0.13382,                         ,0.12167,0.04185,0.10422,0.02307
21.833333,1.11307,0.33207,0.13697,                         ,0.12244,0.04265,0.10422,0.02094
21.916667,1.11496,0.33145,0.13717,                         ,0.12417,0.04344,0.10606,0.02384
22,1.11496,0.333,0.13796,                         ,0.12244,0.04504,0.10698,0.02522
22.083333,1.11496,0.3355,0.13915,                         ,0.12378,0.04456,0.10735,0.02491
22.166667,1.11496,0.33582,0.14234,                         ,0.12726,0.04584,0.10367,0.02506
22.25,1.11496,0.33519,0.14154,                         ,0.12571,0.04584,0.10441,0.02506
22.333333,1.11685,0.33833,0.14455,                         ,0.1294,0.0468,0.10514,0.02691
22.416667,1.11496,0.34118,0.14575,                         ,0.1292,0.04664,0.10386,0.02706
22.5,1.11685,0.3396,0.14636,                         ,0.13076,0.04825,0.10551,0.0246
22.583333,1.11685,0.34277,0.14818,                         ,0.13135,0.04632,0.10551,0.02753
22.666667,1.11685,0.34437,0.14899,                         ,0.13272,0.04921,0.10698,0.02583
22.75,1.11875,0.34309,0.15103,                         ,0.13193,0.04841,0.10698,0.02784
22.833333,1.11685,0.34533,0.15164,                         ,0.1335,0.04825,0.10846,0.02583
22.916667,1.11875,0.34437,0.15307,                         ,0.1337,0.04986,0.10939,0.02938
23,1.11875,0.34565,0.15348,                         ,0.13508,0.05099,0.11032,0.02675
23.083333,1.11875,0.34693,0.15657,                         ,0.13646,0.05278,0.11293,0.03109
23.166667,1.12066,0.34758,0.15678,                         ,0.13726,0.05083,0.11275,0.0283
23.25,1.12066,0.35081,0.16052,                         ,0.13845,0.05359,0.11275,0.03172
23.333333,1.12066,0.35211,0.16031,                         ,0.13984,0.05359,0.11125,0.02845
23.416667,1.12066,0.35276,0.1624,                         ,0.14204,0.0549,0.11481,0.03391
23.5,1.12066,0.35472,0.16324,                         ,0.14445,0.05473,0.11575,0.03047
23.583333,1.12066,0.35374,0.16429,                         ,0.14325,0.05424,0.11764,0.03422
23.666667,1.12066,0.35571,0.16619,                         ,0.14486,0.05637,0.11707,0.03094
23.75,1.12258,0.35603,0.16746,                         ,0.14445,0.05818,0.11878,0.03674
23.833333,1.12258,0.35768,0.17001,                         ,0.14708,0.05686,0.11783,0.03422
23.916667,1.12258,0.36033,0.17022,                         ,0.14648,0.05785,0.11992,0.03737
24,1.1245,0.35834,0.1715,                         ,0.14993,0.05884,0.11916,0.03422
24.083333,1.1245,0.36199,0.17451,                         ,0.15034,0.06049,0.12144,0.03784
24.166667,1.1245,0.36266,0.17386,                         ,0.14993,0.06082,0.1224,0.03816
24.25,1.1245,0.36232,0.1784,                         ,0.15362,0.06032,0.12316,0.04165
24.333333,1.1245,0.36232,0.17754,                         ,0.15362,0.06182,0.12489,0.03974
24.416667,1.12644,0.36803,0.17971,                         ,0.15589,0.06298,0.12508,0.04149
24.5,1.12644,0.36735,0.18168,                         ,0.15797,0.06331,0.12566,0.0407
24.583333,1.12644,0.36634,0.18387,                         ,0.15797,0.06331,0.12605,0.04534
24.666667,1.12644,0.37006,0.18608,                         ,0.16194,0.06632,0.12759,0.04213
24.75,1.12838,0.37244,0.18763,                         ,0.16194,0.06683,0.12953,0.04971
24.833333,1.12838,0.37244,0.18874,                         ,0.16278,0.06834,0.12876,0.04971
24.916667,1.12838,0.3721,0.19075,                         ,0.16257,0.06969,0.12973,0.04954
25,1.13033,0.37655,0.19187,                         ,0.16447,0.06986,0.13187,0.04922
25.083333,1.12838,0.37759,0.19457,                         ,0.16786,0.07139,0.13148,0.05215
25.166667,1.13033,0.37759,0.19367,                         ,0.16722,0.07105,0.13482,0.05346
25.25,1.13033,0.37828,0.19751,                         ,0.16914,0.0719,0.1362,0.05494
25.333333,1.13229,0.38105,0.1991,                         ,0.1702,0.07343,0.13679,0.05264
25.416667,1.13229,0.38036,0.20047,                         ,0.17149,0.07411,0.13679,0.05593
25.5,1.13229,0.38245,0.20254,                         ,0.17342,0.07634,0.1358,0.05708
25.583333,1.13229,0.38314,0.20415,                         ,0.17559,0.0772,0.1362,0.0599
25.666667,1.13426,0.3856,0.20739,                         ,0.17624,0.0784,0.13937,0.05774
25.75,1.13426,0.38736,0.20809,                         ,0.17732,0.07806,0.14296,0.06123
