time (hr)               ,od-sensors-1.od-680      ,od-sensors-2.od-680      ,od-sensors-3.od-680      ,od-sensors-4.od-680      ,od-sensors-5.od-680      ,od-sensors-6.od-680      ,od-sensors-7.od-680      ,od-sensors-8.od-680      
65.916667,2.39751,2.09705,2.00188,1.56965,2.04634,1.85604,2.01602,1.657
66,2.39751,2.09705,2.00188,1.56965,2.04634,1.85604,2.01602,1.66363
66.083333,2.43529,2.09705,2.00188,1.57504,2.04634,1.8665,2.01602,1.66363
66.166667,2.39751,2.11554,2.00188,1.57504,2.04634,1.8665,2.01602,1.67036
66.25,2.43529,2.11554,2.00188,1.57504,2.04634,1.87723,2.03126,1.67036
66.333333,2.43529,2.11554,2.00188,1.57504,2.04634,1.87723,2.03126,1.6772
66.416667,2.43529,2.11554,2.0166,1.58051,2.04634,1.87723,2.03126,1.6772
66.5,2.43529,2.11554,2.0166,1.58051,2.06273,1.88822,2.03126,1.68415
66.583333,2.43529,2.11554,2.0166,1.58604,2.06273,1.88822,2.03126,1.69121
66.666667,2.39751,2.11554,2.0166,1.58051,2.06273,1.8995,2.03126,1.69121
66.75,2.43529,2.11554,2.0166,1.58604,2.06273,1.8995,2.04706,1.69839
66.833333,2.43529,2.11554,2.0166,1.58604,2.06273,1.8995,2.04706,1.69839
66.916667,2.39751,2.11554,2.0166,1.58604,2.06273,1.91109,2.04706,1.70569
67,2.43529,2.11554,2.0166,1.59164,2.06273,1.91109,2.04706,1.70569
67.083333,2.43529,2.13484,2.0166,1.59164,2.06273,1.91109,2.04706,1.71311
67.166667,2.39751,2.11554,2.0166,1.59164,2.06273,1.92298,2.04706,1.71311
67.25,2.39751,2.13484,2.0166,1.59164,2.06273,1.92298,2.04706,1.71311
67.333333,2.43529,2.13484,2.0166,1.59164,2.06273,1.92298,2.04706,1.72067
67.416667,2.43529,2.13484,2.03184,1.59164,2.07976,1.93522,2.04706,1.72067
67.5,2.43529,2.13484,2.0166,1.59732,2.07976,1.93522,2.06345,1.72835
67.583333,2.43529,2.13484,2.03184,1.59732,2.07976,1.93522,2.04706,1.72835
67.666667,2.43529,2.13484,2.0166,1.59732,2.07976,1.94781,2.06345,1.73618
67.75,2.43529,2.13484,2.03184,1.59732,2.07976,1.94781,2.06345,1.73618
67.833333,2.43529,2.13484,2.03184,1.60307,2.07976,1.94781,2.06345,1.74415
67.916667,2.43529,2.13484,2.03184,1.60307,2.07976,1.96077,2.06345,1.74415
68,2.43529,2.15505,2.03184,1.6089,2.07976,1.96077,2.06345,1.75227
68.083333,2.43529,2.13484,2.03184,1.60307,2.07976,1.96077,2.06345,1.75227
68.166667,2.43529,2.13484,2.03184,1.60307,2.09749,1.97414,2.06345,1.75227
68.25,2.43529,2.15505,2.03184,1.6089,2.09749,1.97414,2.06345,1.76054
68.333333,2.43529,2.15505,2.03184,1.6089,2.09749,1.97414,2.06345,1.76054
68.416667,2.43529,2.15505,2.03184,1.6089,2.09749,1.97414,2.06345,1.76897
68.5,2.43529,2.15505,2.04764,1.61481,2.09749,1.97414,2.08048,1.76897
68.583333,2.43529,2.15505,2.04764,1.61481,2.09749,1.98793,2.06345,1.76897
68.666667,2.43529,2.15505,2.04764,1.61481,2.09749,1.98793,2.08048,1.77757
68.75,2.43529,2.15505,2.04764,1.61481,2.09749,1.98793,2.08048,1.77757
68.833333,2.43529,2.15505,2.04764,1.61481,2.09749,1.98793,2.08048,1.77757
68.916667,2.43529,2.15505,2.04764,1.6208,2.09749,2.00217,2.08048,1.78635
69,2.43529,2.15505,2.04764,1.6208,2.09749,2.00217,2.08048,1.78635
69.083333,2.43529,2.15505,2.04764,1.6208,2.11597,2.00217,2.08048,1.78635
69.166667,2.43529,2.15505,2.04764,1.6208,2.09749,2.00217,2.08048,1.78635
69.25,2.43529,2.15505,2.04764,1.6208,2.09749,2.00217,2.08048,1.7953
69.333333,2.43529,2.15505,2.04764,1.6208,2.11597,2.00217,2.08048,1.7953
69.416667,2.43529,2.15505,2.04764,1.6208,2.11597,2.01689,2.08048,1.7953
69.5,2.43529,2.17624,2.04764,1.6208,2.11597,2.01689,2.09821,1.7953
69.583333,2.43529,2.17624,2.04764,1.6208,2.11597,2.01689,2.09821,1.80444
69.666667,2.47669,2.17624,2.04764,1.62688,2.11597,2.01689,2.09821,1.80444
69.75,2.43529,2.17624,2.06403,1.62688,2.11597,2.01689,2.09821,1.80444
69.833333,2.47669,2.17624,2.06403,1.62688,2.11597,2.03213,2.09821,1.80444
69.916667,2.43529,2.17624,2.04764,1.62688,2.11597,2.03213,2.09821,1.81378
70,2.47669,2.17624,2.06403,1.62688,2.11597,2.03213,2.09821,1.81378
70.083333,2.43529,2.17624,2.06403,1.62688,2.11597,2.03213,2.09821,1.81378
70.166667,2.43529,2.17624,2.06403,1.62688,2.11597,2.03213,2.09821,1.81378
70.25,2.43529,2.17624,2.06403,1.62688,2.11597,2.04792,2.09821,1.81378
70.333333,2.47669,2.17624,2.06403,1.62688,2.11597,2.03213,2.09821,1.82333
70.416667,2.47669,2.17624,2.06403,1.62688,2.13528,2.04792,2.09821,1.82333
70.5,2.43529,2.17624,2.06403,1.62688,2.11597,2.04792,2.09821,1.82333
70.583333,2.47669,2.17624,2.06403,1.63304,2.13528,2.04792,2.09821,1.82333
70.666667,2.47669,2.17624,2.06403,1.63304,2.13528,2.04792,2.09821,1.82333
70.75,2.47669,2.17624,2.06403,1.63304,2.13528,2.04792,2.09821,1.83309
70.833333,2.47669,2.17624,2.06403,1.63304,2.11597,2.04792,2.09821,1.82333
70.916667,2.47669,2.17624,2.06403,1.63304,2.13528,2.06431,2.09821,1.83309
71,2.47669,2.17624,2.06403,1.63304,2.13528,2.06431,2.09821,1.83309
71.083333,2.47669,2.19851,2.06403,1.63928,2.13528,2.06431,2.09821,1.83309
71.166667,2.47669,2.17624,2.06403,1.63304,2.13528,2.06431,2.09821,1.83309
71.25,2.47669,2.17624,2.06403,1.63928,2.13528,2.06431,2.09821,1.83309
71.333333,2.47669,2.19851,2.06403,1.63304,2.13528,2.06431,2.09821,1.83309
71.416667,2.47669,2.19851,2.06403,1.63928,2.13528,2.06431,2.11669,1.84307
71.5,2.47669,2.19851,2.08106,1.63928,2.13528,2.06431,2.11669,1.84307
71.583333,2.47669,2.19851,2.08106,1.63928,2.13528,2.06431,2.11669,1.84307
71.666667,2.47669,2.19851,2.08106,1.63928,2.13528,2.06431,2.11669,1.84307
71.75,2.47669,2.19851,2.08106,1.63304,2.13528,2.06431,2.11669,1.84307
71.833333,2.47669,2.19851,2.08106,1.63928,2.13528,2.06431,2.11669,1.84307
71.916667,2.47669,2.19851,2.08106,1.63928,2.13528,2.06431,2.11669,1.84307
72,2.47669,2.19851,2.08106,1.64562,2.13528,2.08135,2.11669,1.85329
72.083333,2.47669,2.19851,2.08106,1.63928,2.15548,2.06431,2.11669,1.85329
72.166667,2.47669,2.19851,2.08106,1.64562,2.15548,2.08135,2.11669,1.85329
72.25,2.47669,2.19851,2.08106,1.63928,2.15548,2.08135,2.11669,1.85329
72.333333,2.47669,2.19851,2.08106,1.63928,2.15548,2.08135,2.11669,1.85329
72.416667,2.47669,2.19851,2.08106,1.63928,2.15548,2.08135,2.11669,1.85329
72.5,2.47669,2.19851,2.08106,1.64562,2.15548,2.08135,2.11669,1.85329
72.583333,2.47669,2.19851,2.08106,1.64562,2.15548,2.08135,2.11669,1.85329
72.666667,2.47669,2.19851,2.08106,1.64562,2.15548,2.08135,2.11669,1.85329
72.75,2.47669,2.19851,2.09879,1.64562,2.15548,2.08135,2.11669,1.85329
72.833333,2.47669,2.19851,2.08106,1.64562,2.15548,2.08135,2.11669,1.86376
72.916667,2.47669,2.19851,2.09879,1.64562,2.15548,2.08135,2.11669,1.86376
73,2.47669,2.19851,2.08106,1.64562,2.15548,2.08135,2.11669,1.86376
73.083333,2.47669,2.22199,2.08106,1.65206,2.15548,2.08135,2.11669,1.86376
73.166667,2.47669,2.19851,2.09879,1.65206,2.15548,2.08135,2.11669,1.86376
73.25,2.47669,2.19851,2.09879,1.65206,2.15548,2.08135,2.11669,1.86376
73.333333,2.47669,2.22199,2.09879,1.65206,2.15548,2.08135,2.11669,1.86376
73.416667,2.47669,2.22199,2.09879,1.64562,2.15548,2.08135,2.11669,1.86376
73.5,2.47669,2.22199,2.09879,1.65206,2.15548,2.08135,2.11669,1.86376
73.583333,2.47669,2.22199,2.09879,1.65206,2.15548,2.08135,2.11669,1.86376
73.666667,2.47669,2.22199,2.09879,1.65206,2.17667,2.08135,2.11669,1.86376
73.75,2.47669,2.22199,2.09879,1.64562,2.15548,2.08135,2.11669,1.86376
73.833333,2.47669,2.22199,2.09879,1.65206,2.17667,2.09908,2.136,1.86376
73.916667,2.47669,2.22199,2.09879,1.65206,2.17667,2.09908,2.136,1.87448
74,2.47669,2.22199,2.09879,1.65206,2.15548,2.08135,2.11669,1.87448
74.083333,2.47669,2.22199,2.09879,1.65206,2.17667,2.09908,2.136,1.87448
74.166667,2.47669,2.22199,2.09879,1.65206,2.17667,2.08135,2.11669,1.86376
74.25,2.52244,2.22199,2.09879,1.65206,2.17667,2.09908,2.136,1.87448
74.333333,2.52244,2.22199,2.09879,1.65206,2.17667,2.09908,2.136,1.87448
74.416667,2.52244,2.22199,2.09879,1.65206,2.17667,2.08135,2.11669,1.87448
74.5,2.52244,2.22199,2.09879,1.65206,2.17667,2.09908,2.136,1.87448
74.583333,2.52244,2.22199,2.09879,1.65206,2.17667,2.09908,2.136,1.87448
74.666667,2.47669,2.22199,2.09879,1.65206,2.17667,2.09908,2.136,1.87448
74.75,2.47669,2.22199,2.09879,1.65206,2.17667,2.09908,2.136,1.87448
74.833333,2.52244,2.22199,2.09879,1.65206,2.17667,2.08135,2.136,1.86376
74.916667,2.47669,2.22199,2.09879,1.65206,2.17667,2.09908,2.136,1.87448
75,2.47669,2.22199,2.09879,1.65206,2.17667,2.08135,2.11669,1.87448
75.083333,2.47669,2.22199,2.09879,1.65859,2.17667,2.09908,2.11669,1.87448
75.166667,2.47669,2.22199,2.09879,1.65206,2.17667,2.09908,2.136,1.87448
75.25,2.47669,2.22199,2.09879,1.65859,2.17667,2.09908,2.136,1.87448
75.333333,2.52244,2.22199,2.09879,1.65206,2.17667,2.09908,2.136,1.87448
75.416667,2.52244,2.22199,2.11727,1.65206,2.17667,2.09908,2.136,1.87448
75.5,2.47669,2.22199,2.09879,1.65206,2.17667,2.09908,2.136,1.87448
75.583333,2.47669,2.22199,2.09879,1.65206,2.17667,2.09908,2.136,1.87448
75.666667,2.52244,2.22199,2.11727,1.65206,2.17667,2.09908,2.136,1.87448
75.75,2.47669,2.22199,2.11727,1.65206,2.17667,2.09908,2.136,1.87448
75.833333,2.52244,2.22199,2.09879,1.65859,2.19895,2.09908,2.136,1.87448
75.916667,2.52244,2.22199,2.11727,1.65206,2.17667,2.09908,2.136,1.87448
76,2.52244,2.22199,2.11727,1.65206,2.19895,2.09908,2.136,1.87448
76.083333,2.52244,2.22199,2.11727,1.65859,2.17667,2.09908,2.136,1.87448
76.166667,2.52244,2.22199,2.11727,1.65859,2.19895,2.09908,2.136,1.87448
76.25,2.47669,2.24682,2.11727,1.65859,2.19895,2.09908,2.136,1.88548
76.333333,2.52244,2.22199,2.11727,1.65859,2.19895,2.09908,2.136,1.87448
76.416667,2.52244,2.22199,2.11727,1.66522,2.19895,2.09908,2.136,1.87448
76.5,2.52244,2.22199,2.11727,1.65859,2.19895,2.09908,2.136,1.88548
76.583333,2.52244,2.24682,2.11727,1.66522,2.19895,2.09908,2.136,1.87448
76.666667,2.52244,2.24682,2.11727,1.66522,2.19895,2.09908,2.136,1.88548
76.75,2.52244,2.24682,2.11727,1.65859,2.19895,2.09908,2.136,1.88548
76.833333,2.52244,2.22199,2.11727,1.65859,2.19895,2.09908,2.136,1.88548
76.916667,2.52244,2.24682,2.11727,1.65859,2.19895,2.09908,2.136,1.88548
77,2.52244,2.24682,2.11727,1.65859,2.19895,2.09908,2.136,1.88548
77.083333,2.52244,2.24682,2.11727,1.65859,2.19895,2.09908,2.136,1.88548
77.166667,2.52244,2.22199,2.11727,1.66522,2.19895,2.09908,2.136,1.88548
77.25,2.52244,2.24682,2.11727,1.66522,2.19895,2.09908,2.136,1.88548
77.333333,2.52244,2.24682,2.11727,1.66522,2.19895,2.09908,2.136,1.88548
77.416667,2.52244,2.24682,2.11727,1.66522,2.19895,2.09908,2.136,1.88548
77.5,2.52244,2.24682,2.11727,1.66522,2.19895,2.09908,2.136,1.88548
77.583333,2.52244,2.24682,2.11727,1.67195,2.19895,2.09908,2.136,1.88548
77.666667,2.52244,2.24682,2.11727,1.66522,2.19895,2.09908,2.136,1.88548
77.75,2.52244,2.24682,2.11727,1.67195,2.19895,2.09908,2.136,1.88548
77.833333,2.52244,2.24682,2.11727,1.66522,2.19895,2.09908,2.136,1.88548
77.916667,2.52244,2.24682,2.11727,1.66522,2.19895,2.09908,2.136,1.88548
78,2.52244,2.24682,2.13658,1.66522,2.19895,2.09908,2.136,1.88548
78.083333,2.52244,2.24682,2.11727,1.66522,2.19895,2.09908,2.136,1.88548
78.166667,2.52244,2.24682,2.11727,1.66522,2.19895,2.09908,2.136,1.88548
78.25,2.52244,2.24682,2.11727,1.66522,2.19895,2.09908,2.136,1.88548
78.333333,2.52244,2.24682,2.11727,1.66522,2.19895,2.09908,2.136,1.88548
78.416667,2.52244,2.24682,2.13658,1.67195,2.22243,2.09908,2.136,1.88548
78.5,2.52244,2.24682,2.13658,1.66522,2.19895,2.09908,2.136,1.88548
78.583333,2.52244,2.24682,2.13658,1.66522,2.19895,2.09908,2.136,1.88548
78.666667,2.52244,2.24682,2.13658,1.67195,2.22243,2.11756,2.136,1.88548
78.75,2.52244,2.24682,2.13658,1.67195,2.19895,2.09908,2.136,1.89676
78.833333,2.52244,2.24682,2.13658,1.67879,2.22243,2.09908,2.136,1.88548
78.916667,2.52244,2.24682,2.13658,1.67195,2.19895,2.09908,2.136,1.89676
79,2.52244,2.24682,2.13658,1.66522,2.22243,2.09908,2.136,1.88548
79.083333,2.52244,2.24682,2.13658,1.67195,2.22243,2.09908,2.136,1.89676
79.166667,2.52244,2.24682,2.13658,1.66522,2.22243,2.09908,2.1562,1.89676
79.25,2.52244,2.24682,2.13658,1.67195,2.22243,2.09908,2.1562,1.88548
79.333333,2.52244,2.24682,2.13658,1.66522,2.22243,2.09908,2.1562,1.89676
79.416667,2.52244,2.24682,2.13658,1.66522,2.22243,2.11756,2.1562,1.89676
79.5,2.52244,2.24682,2.13658,1.66522,2.22243,2.11756,2.1562,1.89676
79.583333,2.52244,2.24682,2.13658,1.67195,2.22243,2.09908,2.1562,1.89676
79.666667,2.52244,2.24682,2.13658,1.67195,2.22243,2.11756,2.1562,1.89676
79.75,2.52244,2.24682,2.13658,1.67195,2.22243,2.11756,2.136,1.89676
79.833333,2.52244,2.24682,2.13658,1.67195,2.22243,2.11756,2.1562,1.89676
79.916667,2.52244,2.24682,2.13658,1.67195,2.22243,2.09908,2.1562,1.89676
80,2.52244,2.24682,2.13658,1.67195,2.22243,2.11756,2.1562,1.89676
80.083333,2.52244,2.24682,2.13658,1.67195,2.22243,2.11756,2.1562,1.89676
80.166667,2.52244,2.24682,2.13658,1.67195,2.22243,2.11756,2.1562,1.89676
80.25,2.52244,2.24682,2.13658,1.67195,2.22243,2.09908,2.1562,1.89676
80.333333,2.52244,2.24682,2.13658,1.67195,2.22243,2.11756,2.1562,1.89676
80.416667,2.52244,2.24682,2.13658,1.67195,2.22243,2.11756,2.1562,1.89676
80.5,2.52244,2.24682,2.13658,1.67879,2.22243,2.11756,2.1562,1.89676
80.583333,2.52244,2.24682,2.13658,1.67195,2.22243,2.11756,2.1562,1.89676
80.666667,2.52244,2.24682,2.13658,1.67879,2.22243,2.11756,2.1562,1.89676
80.75,2.52244,2.24682,2.13658,1.67879,2.22243,2.11756,2.1562,1.89676
80.833333,2.52244,2.24682,2.13658,1.67879,2.22243,2.11756,2.1562,1.89676
80.916667,2.52244,2.27315,2.15678,1.67879,2.22243,2.11756,2.1562,1.89676
81,2.52244,2.27315,2.13658,1.67879,2.22243,2.11756,2.1562,1.89676
81.083333,2.52244,2.27315,2.13658,1.67879,2.22243,2.11756,2.1562,1.89676
81.166667,2.52244,2.24682,2.13658,1.67879,2.22243,2.11756,2.1562,1.89676
81.25,2.52244,2.24682,2.13658,1.67879,2.22243,2.11756,2.1562,1.90834
81.333333,2.52244,2.27315,2.15678,1.67879,2.22243,2.11756,2.1562,1.89676
81.416667,2.52244,2.24682,2.13658,1.67195,2.22243,2.11756,2.1562,1.89676
81.5,2.52244,2.27315,2.15678,1.67879,2.22243,2.11756,2.1562,1.89676
81.583333,2.52244,2.27315,2.13658,1.67879,2.22243,2.11756,2.1562,1.89676
81.666667,2.52244,2.27315,2.13658,1.67879,2.22243,2.11756,2.1562,1.89676
81.75,2.52244,2.27315,2.13658,1.68574,2.24725,2.11756,2.1562,1.89676
81.833333,2.52244,2.24682,2.13658,1.67879,2.22243,2.11756,2.1562,1.89676
81.916667,2.52244,2.27315,2.15678,1.67879,2.22243,2.11756,2.1562,1.89676
82,2.52244,2.24682,2.13658,1.67879,2.24725,2.11756,2.1562,1.89676
82.083333,2.52244,2.27315,2.13658,1.67879,2.24725,2.11756,2.1562,1.89676
82.166667,2.52244,2.27315,2.15678,1.67879,2.24725,2.11756,2.1562,1.90834
82.25,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.89676
82.333333,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.89676
82.416667,2.52244,2.27315,2.15678,1.67879,2.24725,2.11756,2.1562,1.89676
82.5,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.89676
82.583333,2.5736,2.27315,2.15678,1.67879,2.24725,2.11756,2.1562,1.90834
82.666667,2.52244,2.27315,2.15678,1.67879,2.24725,2.11756,2.1562,1.89676
82.75,2.52244,2.27315,2.15678,1.67879,2.24725,2.11756,2.1562,1.90834
82.833333,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.89676
82.916667,2.52244,2.24682,2.15678,1.68574,2.24725,2.11756,2.1562,1.89676
83,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.89676
83.083333,2.52244,2.27315,2.13658,1.68574,2.24725,2.11756,2.1562,1.89676
83.166667,2.52244,2.27315,2.15678,1.67879,2.24725,2.11756,2.1562,1.89676
83.25,2.52244,2.27315,2.15678,1.67879,2.24725,2.11756,2.1562,1.89676
83.333333,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.90834
83.416667,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.89676
83.5,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.89676
83.583333,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.90834
83.666667,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.90834
83.75,2.5736,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.90834
83.833333,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.90834
83.916667,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.90834
84,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.90834
84.083333,2.52244,2.27315,2.15678,1.6928,2.24725,2.11756,2.1562,1.90834
84.166667,2.52244,2.27315,2.15678,1.6928,2.24725,2.11756,2.1562,1.90834
84.25,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.90834
84.333333,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.90834
84.416667,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.90834
84.5,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.90834
84.583333,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.90834
84.666667,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.90834
84.75,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.90834
84.833333,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.90834
84.916667,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.90834
85,2.52244,2.27315,2.15678,1.67879,2.24725,2.11756,2.1562,1.89676
85.083333,2.52244,2.24682,2.15678,1.68574,2.24725,2.11756,2.1562,1.89676
85.166667,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.136,1.89676
85.25,2.52244,2.24682,2.15678,1.68574,2.24725,2.11756,2.1562,1.89676
85.333333,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.90834
85.416667,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.90834
85.5,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.90834
85.583333,2.52244,2.27315,2.15678,1.6928,2.24725,2.11756,2.1562,1.90834
85.666667,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.89676
85.75,2.52244,2.27315,2.15678,1.68574,2.24725,2.09908,2.1562,1.89676
85.833333,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.136,1.89676
85.916667,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.89676
86,2.52244,2.27315,2.15678,1.6928,2.24725,2.11756,2.1562,1.90834
86.083333,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.89676
86.166667,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.89676
86.25,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.89676
86.333333,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.89676
86.416667,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.89676
86.5,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.89676
86.583333,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.90834
86.666667,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.90834
86.75,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.89676
86.833333,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.90834
86.916667,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.89676
87,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.89676
87.083333,2.52244,2.27315,2.15678,1.6928,2.24725,2.11756,2.1562,1.90834
87.166667,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.89676
87.25,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.89676
87.333333,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.89676
87.416667,2.52244,2.27315,2.15678,1.6928,2.24725,2.11756,2.1562,1.90834
87.5,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.89676
87.583333,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.90834
87.666667,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.89676
87.75,2.52244,2.27315,2.15678,1.6928,2.24725,2.09908,2.1562,1.89676
87.833333,2.52244,2.27315,2.15678,1.6928,2.24725,2.11756,2.1562,1.89676
87.916667,2.52244,2.27315,2.15678,1.6928,2.24725,2.11756,2.1562,1.89676
88,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.90834
88.083333,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.136,1.90834
88.166667,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.90834
88.25,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.89676
88.333333,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.90834
88.416667,2.52244,2.27315,2.15678,1.69998,2.24725,2.11756,2.1562,1.89676
88.5,2.52244,2.27315,2.15678,1.6928,2.24725,2.11756,2.1562,1.90834
88.583333,2.52244,2.27315,2.15678,1.6928,2.24725,2.11756,2.1562,1.90834
88.666667,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.89676
88.75,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.90834
88.833333,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.89676
88.916667,2.52244,2.27315,2.15678,1.6928,2.24725,2.11756,2.1562,1.90834
89,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.90834
89.083333,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.90834
89.166667,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.90834
89.25,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.90834
89.333333,2.52244,2.27315,2.15678,1.6928,2.24725,2.11756,2.1562,1.90834
89.416667,2.52244,2.27315,2.15678,1.6928,2.24725,2.11756,2.1562,1.90834
89.5,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.89676
89.583333,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.90834
89.666667,2.52244,2.27315,2.15678,1.6928,2.24725,2.11756,2.1562,1.90834
89.75,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.90834
89.833333,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.89676
89.916667,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.90834
90,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.90834
90.083333,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.90834
90.166667,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.89676
90.25,2.52244,2.27315,2.15678,1.68574,2.24725,2.11756,2.1562,1.90834
90.333333,2.52244,2.27315,2.15678,1.6928,2.24725,2.11756,2.1562,1.90834
90.357222,2.52244,2.27315,2.15678,1.6928,2.24725,2.11756,2.1562,1.90834
