time (hr),od-sensors-3.od-680_E21,od-sensors-6.od-680_E22,od-sensors-2.od-680_F21,od-sensors-5.od-680_F22,od-sensors-1.od-680_G21,od-sensors-7.od-680_G23,od-sensors-7.od-680_H21,od-sensors-8.od-680_H22
22.166667,0.044068,0.027983333,0.026449333,0.017059333,0.023632,0.025825333,0.039486667,0.03032
22.25,0.044564,0.028163333,0.026391333,0.017367333,0.023922,0.025635333,0.040188667,0.02891
22.333333,0.044974,0.028343333,0.026567333,0.017535333,0.024212,0.025493333,0.040952667,0.03117
22.416667,0.045326,0.028583333,0.026891333,0.017591333,0.024358,0.025305333,0.041868667,0.03103
22.5,0.045678,0.028703333,0.027009333,0.017395333,0.024504,0.025589333,0.041808667,0.03075
22.583333,0.046002,0.029093333,0.027245333,0.017451333,0.024796,0.026111333,0.042084667,0.0316
22.666667,0.04615,0.029273333,0.027481333,0.017423333,0.024942,0.026491333,0.041930667,0.03174
22.75,0.046414,0.029663333,0.027511333,0.017563333,0.025234,0.026775333,0.041960667,0.03217
22.833333,0.046562,0.029963333,0.027511333,0.017703333,0.02538,0.027295333,0.042420667,0.03188
22.916667,0.046798,0.030233333,0.027747333,0.017955333,0.025672,0.027627333,0.042818667,0.03245
23,0.0473,0.030565333,0.027895333,0.018011333,0.025818,0.027627333,0.043124667,0.03174
23.083333,0.04789,0.030927333,0.028161333,0.018123333,0.025964,0.027437333,0.043676667,0.03373
23.166667,0.048244,0.031199333,0.028545333,0.018067333,0.026258,0.027391333,0.044076667,0.0333
23.25,0.048924,0.031471333,0.028723333,0.018207333,0.026404,0.027677333,0.044324667,0.03459
23.333333,0.049428,0.031833333,0.028899333,0.018431333,0.026698,0.027535333,0.044816667,0.0343
23.416667,0.049724,0.032257333,0.029077333,0.018881333,0.026992,0.027631333,0.045124667,0.03616
23.5,0.05011,0.032407333,0.029225333,0.019275333,0.027286,0.027869333,0.045588667,0.03573
23.583333,0.050346,0.033043333,0.029491333,0.019359333,0.027432,0.028153333,0.045988667,0.03588
23.666667,0.050466,0.033497333,0.029521333,0.019415333,0.027726,0.028343333,0.046142667,0.03487
23.75,0.050584,0.033589333,0.029907333,0.019359333,0.028018,0.028963333,0.046482667,0.03702
23.833333,0.050762,0.033771333,0.029847333,0.019245333,0.02831,0.028915333,0.047256667,0.03717
23.916667,0.05097,0.034075333,0.030085333,0.019497333,0.028602,0.029105333,0.047440667,0.03774
24,0.051626,0.033893333,0.030471333,0.019779333,0.028748,0.029439333,0.048000667,0.03789
24.083333,0.051744,0.033893333,0.030945333,0.020061333,0.029042,0.029583333,0.048404667,0.03674
24.166667,0.05231,0.034287333,0.031183333,0.020427333,0.029042,0.029105333,0.049090667,0.03861
24.25,0.052786,0.034377333,0.031747333,0.020513333,0.02919,0.029583333,0.049778667,0.03861
24.333333,0.053324,0.034955333,0.031955333,0.020035333,0.029634,0.029679333,0.050714667,0.03774
24.416667,0.053772,0.035411333,0.032405333,0.020091333,0.030226,0.029773333,0.051370667,0.04063
24.5,0.05449,0.036021333,0.032943333,0.020287333,0.030522,0.029725333,0.052214667,0.03976
24.583333,0.055242,0.036723333,0.033363333,0.020571333,0.030966,0.030347333,0.052936667,0.03991
24.666667,0.055722,0.037303333,0.034053333,0.021051333,0.03141,0.030347333,0.053564667,0.0415
24.75,0.056112,0.037795333,0.034353333,0.021671333,0.031706,0.030729333,0.054604667,0.0415
24.833333,0.056654,0.038439333,0.034473333,0.021925333,0.032002,0.030683333,0.055234667,0.04281
24.916667,0.057348,0.039021333,0.034983333,0.022011333,0.032298,0.030875333,0.056054667,0.0415
25,0.057438,0.039545333,0.035103333,0.022123333,0.032892,0.030923333,0.056686667,0.04485
25.083333,0.058314,0.040253333,0.035313333,0.021895333,0.033338,0.031019333,0.057384667,0.04514
25.166667,0.059224,0.040777333,0.036005333,0.022065333,0.033636,0.031259333,0.058020667,0.04354
25.25,0.05983,0.041455333,0.036637333,0.022235333,0.033786,0.031545333,0.059198667,0.04266
25.333333,0.060316,0.041919333,0.036999333,0.022433333,0.034084,0.031833333,0.060250667,0.04661
25.416667,0.061044,0.042321333,0.037721333,0.022461333,0.034232,0.031929333,0.061174667,0.04705
25.5,0.061624,0.042911333,0.038083333,0.022829333,0.03438,0.031929333,0.062006667,0.04808
25.583333,0.06196,0.043313333,0.038567333,0.022943333,0.034528,0.031977333,0.062776667,0.0472
25.666667,0.062418,0.043687333,0.038779333,0.023199333,0.034676,0.032313333,0.063420667,0.04852
25.75,0.062968,0.044371333,0.039235333,0.023653333,0.034974,0.032025333,0.064194667,0.04793
25.833333,0.063732,0.044743333,0.039721333,0.023795333,0.035124,0.032073333,0.065066667,0.04838
25.916667,0.064038,0.045053333,0.040177333,0.024109333,0.035424,0.032217333,0.065580667,0.05059
26,0.064252,0.045645333,0.040693333,0.024735333,0.035724,0.032797333,0.066098667,0.04926
26.083333,0.064712,0.046081333,0.040937333,0.024849333,0.036024,0.032653333,0.066518667,0.04941
26.166667,0.065142,0.046269333,0.041301333,0.024993333,0.036324,0.032989333,0.067168667,0.05327
26.25,0.065174,0.046831333,0.041667333,0.025279333,0.036624,0.033325333,0.067686667,0.05104
26.333333,0.06545,0.047145333,0.041971333,0.025449333,0.036774,0.034001333,0.068206667,0.05297
26.416667,0.065972,0.047365333,0.042093333,0.025393333,0.036924,0.033903333,0.068628667,0.05432
26.5,0.066464,0.047553333,0.042763333,0.025621333,0.037224,0.034337333,0.069214667,0.05312
26.583333,0.066864,0.047897333,0.043223333,0.025649333,0.037374,0.034627333,0.069280667,0.05193
26.666667,0.06776,0.048275333,0.043561333,0.025735333,0.037374,0.035257333,0.069738667,0.05342
26.75,0.06813,0.048841333,0.044175333,0.025821333,0.037524,0.035063333,0.070390667,0.05447
26.833333,0.068842,0.049281333,0.044605333,0.025849333,0.037674,0.035111333,0.071242667,0.05551
26.916667,0.06906,0.050131333,0.044943333,0.026105333,0.037824,0.035159333,0.071702667,0.05747
27,0.069526,0.050697333,0.045405333,0.026277333,0.037974,0.035013333,0.072292667,0.05898
27.083333,0.069806,0.051169333,0.045651333,0.026619333,0.038424,0.034577333,0.072818667,0.05762
27.166667,0.070302,0.051325333,0.045989333,0.026733333,0.038724,0.034721333,0.073576667,0.05882
27.25,0.070738,0.051545333,0.046389333,0.026961333,0.039024,0.034915333,0.074038667,0.05852
27.333333,0.071578,0.051673333,0.046667333,0.026875333,0.039326,0.035495333,0.074696667,0.05928
27.416667,0.071952,0.052021333,0.047007333,0.027103333,0.039628,0.035979333,0.075290667,0.0611
27.5,0.072232,0.052339333,0.047747333,0.027303333,0.03993,0.036659333,0.076318667,0.06064
27.583333,0.072856,0.052719333,0.048119333,0.027533333,0.040232,0.037339333,0.076848667,0.06155
27.666667,0.073106,0.053385333,0.048367333,0.027705333,0.040384,0.037777333,0.077146667,0.06414
27.75,0.073294,0.053733333,0.048769333,0.028193333,0.040534,0.037973333,0.077612667,0.06277
27.833333,0.073732,0.053957333,0.049141333,0.028165333,0.040684,0.038801333,0.078410667,0.06384
27.916667,0.074296,0.054307333,0.049235333,0.028309333,0.040836,0.039141333,0.078510667,0.0643
28,0.074736,0.055169333,0.049545333,0.028509333,0.040988,0.039533333,0.079378667,0.06568
28.083333,0.075112,0.055329333,0.050103333,0.028827333,0.04129,0.039581333,0.079810667,0.06614
28.166667,0.075426,0.055681333,0.050445333,0.028941333,0.041442,0.040069333,0.080712667,0.06644
28.25,0.07593,0.056287333,0.050695333,0.029429333,0.041746,0.040265333,0.081484667,0.06783
28.333333,0.076152,0.056607333,0.051131333,0.029631333,0.04205,0.040511333,0.082088667,0.06829
28.416667,0.076436,0.056351333,0.051443333,0.030179333,0.042354,0.040707333,0.082426667,0.06922
28.5,0.077004,0.056863333,0.051881333,0.030381333,0.042658,0.041295333,0.083196667,0.06876
28.583333,0.07735,0.057439333,0.052411333,0.030469333,0.042962,0.041687333,0.083566667,0.06922
28.666667,0.077634,0.057663333,0.052535333,0.031019333,0.043266,0.041835333,0.083870667,0.07046
28.75,0.078394,0.058111333,0.052847333,0.030991333,0.04357,0.042475333,0.083904667,0.0717
28.833333,0.078964,0.058785333,0.053473333,0.031019333,0.043874,0.042771333,0.084308667,0.07139
28.916667,0.07944,0.058753333,0.053755333,0.031077333,0.044178,0.043215333,0.085018667,0.07186
29,0.080202,0.059173333,0.054037333,0.031337333,0.044636,0.043561333,0.085696667,0.07483
29.083333,0.080902,0.059883333,0.054601333,0.031423333,0.044942,0.043955333,0.086408667,0.07186
29.166667,0.081028,0.060399333,0.055009333,0.032145333,0.045096,0.044351333,0.087558667,0.07373
29.25,0.081378,0.060817333,0.055167333,0.032435333,0.045402,0.044993333,0.088546667,0.07467
29.333333,0.081858,0.061429333,0.055545333,0.033015333,0.045862,0.045339333,0.089056667,0.0764
29.416667,0.082498,0.061429333,0.056207333,0.033391333,0.046168,0.045933333,0.089534667,0.0764
29.5,0.083074,0.061525333,0.056585333,0.033595333,0.046474,0.046477333,0.090356667,0.07624
29.583333,0.083842,0.061623333,0.056997333,0.033799333,0.046934,0.046825333,0.091454667,0.07655
29.666667,0.084418,0.062013333,0.057439333,0.034119333,0.047088,0.047123333,0.091832667,0.07766
29.75,0.084868,0.062335333,0.057819333,0.034555333,0.047396,0.047769333,0.092724667,0.07876
29.833333,0.085094,0.062919333,0.057915333,0.034963333,0.047704,0.047969333,0.093584667,0.07924
29.916667,0.085384,0.063473333,0.058105333,0.035197333,0.048012,0.048467333,0.094034667,0.07971
30,0.085804,0.064025333,0.058325333,0.035665333,0.04832,0.048767333,0.094346667,0.08066
30.083333,0.086352,0.064481333,0.058737333,0.035869333,0.048782,0.048867333,0.095072667,0.08019
30.166667,0.086964,0.065035333,0.059245333,0.035811333,0.048782,0.049217333,0.095556667,0.0805
30.25,0.087286,0.065231333,0.059593333,0.035781333,0.048936,0.049317333,0.096076667,0.08098
30.333333,0.087642,0.065787333,0.060325333,0.036219333,0.049244,0.049467333,0.096526667,0.08289
30.416667,0.08816,0.066179333,0.061091333,0.036423333,0.049398,0.049617333,0.097292667,0.08369
30.5,0.089102,0.066539333,0.061219333,0.036511333,0.049862,0.049717333,0.097990667,0.0821
30.583333,0.089622,0.066997333,0.061411333,0.036981333,0.05048,0.049817333,0.098792667,0.08369
30.666667,0.090336,0.067553333,0.061859333,0.037419333,0.050944,0.050217333,0.099594667,0.08642
30.75,0.090954,0.067619333,0.062115333,0.037155333,0.051254,0.050719333,0.100434667,0.08562
30.833333,0.091344,0.068113333,0.062115333,0.037127333,0.051718,0.052133333,0.101064667,0.0861
30.916667,0.091606,0.068309333,0.062659333,0.037215333,0.052028,0.052935333,0.101696667,0.08562
31,0.0919,0.069067333,0.063011333,0.036921333,0.052182,0.052935333,0.102576667,0.089
31.083333,0.092488,0.069329333,0.063395333,0.037185333,0.052648,0.053237333,0.103280667,0.08949
31.166667,0.093012,0.069559333,0.063747333,0.037507333,0.052802,0.053287333,0.104234667,0.08803
31.25,0.093766,0.069855333,0.064227333,0.037653333,0.053114,0.052475333,0.105048667,0.09095
31.333333,0.094358,0.070285333,0.064741333,0.038151333,0.053426,0.052981333,0.105932667,0.08916
31.416667,0.095048,0.070417333,0.065223333,0.038651333,0.05405,0.053333333,0.106606667,0.09063
31.5,0.095574,0.071145333,0.065609333,0.038829333,0.054206,0.053483333,0.107638667,0.0934
31.583333,0.096364,0.071707333,0.066223333,0.039153333,0.05483,0.053583333,0.108350667,0.09225
31.666667,0.096562,0.071905333,0.066739333,0.039773333,0.055142,0.053583333,0.108992667,0.09372
31.75,0.097026,0.072135333,0.067063333,0.040039333,0.055456,0.053735333,0.110030667,0.09487
31.833333,0.097424,0.072201333,0.067645333,0.040451333,0.05577,0.054443333,0.110782667,0.09471
31.916667,0.098154,0.072567333,0.068099333,0.040715333,0.05624,0.055101333,0.111178667,0.09569
32,0.098486,0.072733333,0.068325333,0.041277333,0.056554,0.056013333,0.111790667,0.09422
32.083333,0.09915,0.073533333,0.068845333,0.041425333,0.056868,0.056723333,0.112546667,0.09471
32.166667,0.099316,0.074099333,0.069265333,0.041839333,0.057182,0.056671333,0.112656667,0.09536
32.25,0.099714,0.074665333,0.069655333,0.042047333,0.05734,0.056469333,0.113268667,0.09586
32.333333,0.099814,0.074933333,0.070077333,0.042373333,0.057656,0.056469333,0.114170667,0.09668
32.416667,0.100414,0.075533333,0.070369333,0.042491333,0.058128,0.056267333,0.114856667,0.09701
32.5,0.10135,0.075533333,0.070597333,0.042759333,0.0586,0.056623333,0.115326667,0.09718
32.583333,0.10195,0.075767333,0.071153333,0.043057333,0.058914,0.056827333,0.116488667,0.09916
32.666667,0.102618,0.076235333,0.071481333,0.043383333,0.059386,0.057335333,0.117398667,0.09949
32.75,0.103656,0.076871333,0.071741333,0.043709333,0.05986,0.057999333,0.117982667,0.10049
32.833333,0.104498,0.077139333,0.072329333,0.043947333,0.060336,0.058713333,0.118530667,0.10082
32.916667,0.10497,0.077743333,0.072885333,0.044005333,0.060654,0.058611333,0.118968667,0.10299
33,0.105878,0.078313333,0.073311333,0.044481333,0.061288,0.059583333,0.119444667,0.10232
33.083333,0.106552,0.078819333,0.073639333,0.045199333,0.061606,0.060403333,0.120436667,0.10349
33.166667,0.106822,0.079327333,0.074197333,0.045617333,0.061922,0.060761333,0.121208667,0.10399
33.25,0.106956,0.080169333,0.074757333,0.046275333,0.06224,0.061327333,0.122348667,0.10567
33.333333,0.107498,0.080573333,0.075121333,0.046843333,0.062716,0.061941333,0.123080667,0.10719
33.416667,0.107736,0.081555333,0.075485333,0.046903333,0.063036,0.061941333,0.123522667,0.10871
33.5,0.108414,0.082131333,0.075881333,0.046843333,0.063514,0.062559333,0.124080667,0.10804
33.583333,0.109094,0.082471333,0.076311333,0.047263333,0.063994,0.062919333,0.124784667,0.10804
33.666667,0.10991,0.082981333,0.076477333,0.047473333,0.064314,0.063177333,0.125342667,0.11007
33.75,0.110318,0.084139333,0.077139333,0.047985333,0.064794,0.064107333,0.126416667,0.11007
33.833333,0.111238,0.084479333,0.077669333,0.048557333,0.065434,0.064519333,0.127420667,0.11126
33.916667,0.111854,0.084921333,0.078331333,0.048979333,0.066074,0.064623333,0.128018667,0.11126
34,0.112676,0.085637333,0.078961333,0.049311333,0.066554,0.065141333,0.128352667,0.1128
34.083333,0.113088,0.086321333,0.079591333,0.049885333,0.067356,0.065815333,0.128952667,0.11434
34.166667,0.11381,0.086425333,0.080325333,0.050247333,0.067998,0.065867333,0.130152667,0.11109
34.25,0.114534,0.087009333,0.080857333,0.050337333,0.068482,0.066437333,0.130978667,0.11348
34.333333,0.115326,0.087557333,0.081323333,0.050821333,0.068966,0.067429333,0.131768667,0.11451
34.416667,0.11581,0.087971333,0.081991333,0.051365333,0.069612,0.067741333,0.133238667,0.11503
34.5,0.116602,0.088419333,0.082693333,0.051943333,0.070098,0.068003333,0.134334667,0.11641
34.583333,0.117432,0.089073333,0.083163333,0.052519333,0.070584,0.068787333,0.134828667,0.11623
34.666667,0.117848,0.089729333,0.083667333,0.053459333,0.071234,0.069571333,0.135814667,0.11848
34.75,0.118612,0.090559333,0.083969333,0.054159333,0.071722,0.069623333,0.136650667,0.11952
34.833333,0.119272,0.091495333,0.084745333,0.054707333,0.072374,0.070251333,0.137412667,0.12057
34.916667,0.120108,0.091979333,0.085317333,0.055317333,0.072864,0.071355333,0.138290667,0.11883
35,0.120526,0.092813333,0.085655333,0.056237333,0.073516,0.071933333,0.139244667,0.12091
35.083333,0.121258,0.093613333,0.086229333,0.057157333,0.073842,0.072195333,0.140784667,0.12161
35.166667,0.121644,0.094345333,0.087073333,0.057801333,0.074494,0.072881333,0.141320667,0.12161
35.25,0.122414,0.095079333,0.087583333,0.058723333,0.07482,0.073461333,0.142012667,0.12301
35.333333,0.122836,0.095847333,0.088297333,0.059557333,0.075474,0.073833333,0.142706667,0.12582
35.416667,0.12375,0.096477333,0.088909333,0.060267333,0.075966,0.074203333,0.143906667,0.12529
35.5,0.124772,0.097039333,0.089589333,0.060823333,0.076458,0.075263333,0.144062667,0.12706
35.583333,0.125938,0.097459333,0.090269333,0.061595333,0.076952,0.076113333,0.145496667,0.12688
35.666667,0.126538,0.097811333,0.090747333,0.061781333,0.077446,0.076535333,0.146780667,0.12883
35.75,0.127492,0.098691333,0.091293333,0.062433333,0.077776,0.076855333,0.147754667,0.12741
35.833333,0.127988,0.099149333,0.091805333,0.062901333,0.078272,0.077707333,0.148496667,0.12901
35.916667,0.12852,0.099891333,0.092387333,0.063587333,0.078602,0.078027333,0.149396667,0.13007
36,0.129198,0.100845333,0.092729333,0.064149333,0.079098,0.078457333,0.149788667,0.13132
36.083333,0.130196,0.101695333,0.093243333,0.065019333,0.07976,0.079527333,0.150378667,0.13472
36.166667,0.130838,0.102369333,0.093725333,0.065647333,0.080258,0.079581333,0.151244667,0.13347
36.25,0.131766,0.103043333,0.094483333,0.065865333,0.080922,0.079957333,0.152074667,0.13419
36.333333,0.132266,0.103507333,0.094965333,0.066147333,0.081752,0.080011333,0.152942667,0.13526
36.416667,0.132768,0.104185333,0.095723333,0.066459333,0.082416,0.080171333,0.154286667,0.13347
36.5,0.133162,0.104937333,0.096347333,0.066993333,0.083082,0.080277333,0.155198667,0.13653
36.583333,0.133808,0.105331333,0.096969333,0.067055333,0.083748,0.080919333,0.156352667,0.13671
36.666667,0.134494,0.106335333,0.097663333,0.067935333,0.08425,0.081187333,0.157348667,0.13707
36.75,0.135542,0.107087333,0.098427333,0.068881333,0.084752,0.082101333,0.158266667,0.13943
36.833333,0.136084,0.107555333,0.099191333,0.069891333,0.085424,0.082695333,0.158948667,0.1387
36.916667,0.136952,0.107771333,0.099747333,0.070553333,0.086096,0.083399333,0.160032667,0.13979
37,0.137676,0.108635333,0.100655333,0.071249333,0.0866,0.084755333,0.161122667,0.14235
37.083333,0.138402,0.109177333,0.101003333,0.071471333,0.087272,0.085623333,0.161726667,0.14162
37.166667,0.138984,0.110119333,0.101703333,0.071883333,0.088284,0.086603333,0.162534667,0.14345
37.25,0.13997,0.110843333,0.102229333,0.072075333,0.08879,0.087365333,0.163746667,0.14308
37.333333,0.141142,0.111821333,0.102859333,0.072615333,0.089298,0.088181333,0.164720667,0.14566
37.416667,0.141946,0.112547333,0.102965333,0.073315333,0.089974,0.088675333,0.165536667,0.14547
37.5,0.142826,0.112765333,0.103845333,0.074175333,0.090654,0.089221333,0.166880667,0.14639
37.583333,0.143412,0.112873333,0.104621333,0.075073333,0.090994,0.089549333,0.167940667,0.14529
37.666667,0.143852,0.113823333,0.105609333,0.075679333,0.091674,0.090099333,0.168718667,0.14658
37.75,0.144332,0.114703333,0.106351333,0.076449333,0.092184,0.090925333,0.169210667,0.14825
37.833333,0.145292,0.115325333,0.107553333,0.077091333,0.092864,0.091643333,0.169826667,0.15104
37.916667,0.145922,0.116571333,0.108513333,0.077959333,0.093376,0.092523333,0.170526667,0.15254
38,0.146736,0.117635333,0.108869333,0.078023333,0.093888,0.093351333,0.172014667,0.1531
38.083333,0.1477,0.118187333,0.109653333,0.078957333,0.094402,0.094069333,0.173048667,0.15197
38.166667,0.148444,0.118889333,0.110653333,0.079991333,0.095432,0.094679333,0.174664667,0.15179
38.25,0.149152,0.119849333,0.111189333,0.080573333,0.095948,0.095123333,0.175494667,0.15029
38.333333,0.149786,0.120367333,0.111907333,0.080929333,0.096982,0.095903333,0.176912667,0.15498
38.416667,0.15102,0.121183333,0.112945333,0.081511333,0.097842,0.096739333,0.176870667,0.15404
38.5,0.151996,0.121925333,0.113413333,0.081869333,0.098704,0.098137333,0.178000667,0.15668
38.583333,0.15286,0.122557333,0.113881333,0.082099333,0.09905,0.098921333,0.178758667,0.15782
38.666667,0.15365,0.123155333,0.114601333,0.082849333,0.099914,0.099481333,0.180142667,0.15782
38.75,0.154892,0.123937333,0.115143333,0.083403333,0.100088,0.100491333,0.181200667,0.15972
38.833333,0.155346,0.124723333,0.115613333,0.084545333,0.10061,0.100883333,0.182714667,0.16278
38.916667,0.156332,0.125285333,0.116519333,0.085131333,0.101132,0.101107333,0.183434667,0.15953
39,0.157052,0.126301333,0.117171333,0.085819333,0.101828,0.101671333,0.183942667,0.16297
39.083333,0.15827,0.127089333,0.117971333,0.086081333,0.102526,0.102969333,0.184836667,0.16374
39.166667,0.159032,0.127879333,0.118663333,0.086869333,0.103224,0.103309333,0.185348667,0.16355
39.25,0.159792,0.128105333,0.119573333,0.087431333,0.103922,0.104669333,0.185944667,0.16605
39.333333,0.160212,0.129351333,0.120119333,0.088321333,0.104446,0.105237333,0.186670667,0.1647
39.416667,0.160978,0.129729333,0.121107333,0.089179333,0.104972,0.106433333,0.187996667,0.16605
39.5,0.1614,0.130335333,0.121987333,0.090267333,0.105674,0.106833333,0.188770667,0.16625
39.583333,0.162092,0.130827333,0.122759333,0.091195333,0.106376,0.108205333,0.189716667,0.16818
39.666667,0.163362,0.132193333,0.123605333,0.091925333,0.107082,0.108893333,0.191530667,0.17013
39.75,0.164208,0.132575333,0.124675333,0.092923333,0.108142,0.109751333,0.192434667,0.17228
39.833333,0.165056,0.133491333,0.125449333,0.093023333,0.108848,0.110383333,0.193256667,0.17091
39.916667,0.165828,0.134293333,0.125929333,0.093323333,0.109202,0.111419333,0.194604667,0.17228
40,0.166526,0.135441333,0.126409333,0.093757333,0.109912,0.111825333,0.195826667,0.17307
40.083333,0.167108,0.136017333,0.127263333,0.094025333,0.110444,0.112925333,0.196176667,0.17504
40.166667,0.168238,0.136823333,0.127933333,0.094125333,0.110978,0.113849333,0.197134667,0.17623
40.25,0.169018,0.137555333,0.128455333,0.095129333,0.11169,0.114837333,0.198274667,0.17821
40.333333,0.169682,0.138287333,0.129611333,0.095967333,0.11276,0.115885333,0.198670667,0.17801
40.416667,0.170582,0.139177333,0.130655333,0.096403333,0.113654,0.116407333,0.199462667,0.1816
40.5,0.171366,0.140459333,0.131405333,0.097073333,0.114548,0.117051333,0.200166667,0.17841
40.583333,0.172232,0.141547333,0.131929333,0.098015333,0.115266,0.118043333,0.201756667,0.18261
40.666667,0.173572,0.142481333,0.132981333,0.098657333,0.116164,0.118101333,0.202864667,0.1816
40.75,0.174714,0.143181333,0.133621333,0.099299333,0.116886,0.118511333,0.204552667,0.18261
40.833333,0.175782,0.143727333,0.134527333,0.100383333,0.117608,0.119743333,0.205398667,0.18583
40.916667,0.176654,0.143923333,0.135245333,0.101435333,0.11833,0.120865333,0.206822667,0.18462
41,0.17737,0.144669333,0.136457333,0.102183333,0.119054,0.121869333,0.207810667,0.18624
41.083333,0.177888,0.145219333,0.137597333,0.103001333,0.11978,0.123045333,0.208754667,0.18766
41.166667,0.178644,0.146081333,0.138625333,0.103955333,0.120506,0.123695333,0.209566667,0.18949
41.25,0.179522,0.146513333,0.139425333,0.104845333,0.121234,0.124347333,0.210918667,0.19092
41.333333,0.18036,0.147497333,0.140303333,0.105461333,0.122146,0.125245333,0.212366667,0.19215
41.416667,0.181202,0.147971333,0.141185333,0.106423333,0.122876,0.126201333,0.213500667,0.19154
41.5,0.182572,0.148763333,0.141415333,0.107109333,0.123608,0.127455333,0.214682667,0.19339
41.583333,0.183294,0.149315333,0.142107333,0.107385333,0.124158,0.128589333,0.215548667,0.19483
41.666667,0.18394,0.150343333,0.142645333,0.107939333,0.124708,0.129547333,0.216324667,0.19462
41.75,0.184586,0.151181333,0.143145333,0.108699333,0.12526,0.130393333,0.217150667,0.19545
41.833333,0.185112,0.152097333,0.144075333,0.108977333,0.12618,0.131481333,0.217930667,0.19628
41.916667,0.185396,0.153257333,0.145001333,0.109845333,0.126916,0.132813333,0.218804667,0.19732
42,0.186452,0.154255333,0.145505333,0.110743333,0.127838,0.134327333,0.219862667,0.19836
42.083333,0.187758,0.155135333,0.146629333,0.111333333,0.128764,0.135845333,0.220646667,0.20023
42.166667,0.18935,0.155817333,0.147793333,0.112415333,0.12969,0.136699333,0.221760667,0.20191
42.25,0.190616,0.156541333,0.148379333,0.113319333,0.130622,0.137249333,0.222874667,0.20317
42.333333,0.19123,0.157513333,0.149355333,0.114089333,0.131366,0.137677333,0.223756667,0.20296
42.416667,0.192008,0.158725333,0.150683333,0.115385333,0.1323,0.138537333,0.225158667,0.20444
42.5,0.19271,0.159777333,0.151467333,0.116121333,0.13286,0.139647333,0.226698667,0.20465
42.583333,0.193082,0.160385333,0.152331333,0.116473333,0.133608,0.141193333,0.227354667,0.20656
42.666667,0.19395,0.161033333,0.153237333,0.117425333,0.133982,0.142861333,0.228530667,0.20911
42.75,0.19519,0.161605333,0.154105333,0.117847333,0.134734,0.144285333,0.229848667,0.20911
42.833333,0.19606,0.162421333,0.154819333,0.118271333,0.135298,0.145591333,0.230652667,0.20997
42.916667,0.196684,0.163035333,0.155849333,0.119191333,0.136238,0.146589333,0.231456667,0.21297
43,0.197766,0.164263333,0.157203333,0.119935333,0.136994,0.147153333,0.232686667,0.21405
43.083333,0.198518,0.165699333,0.157759333,0.120537333,0.13794,0.148347333,0.233828667,0.21405
43.166667,0.199102,0.166397333,0.158835333,0.121675333,0.138886,0.149349333,0.234732667,0.21578
43.25,0.200106,0.167057333,0.159673333,0.122639333,0.139644,0.150043333,0.235976667,0.21319
43.333333,0.201366,0.167879333,0.160313333,0.123209333,0.140406,0.151563333,0.237364667,0.21491
43.416667,0.202082,0.168333333,0.160835333,0.124209333,0.141168,0.152637333,0.238758667,0.21883
43.5,0.203052,0.168623333,0.161877333,0.125285333,0.14174,0.153783333,0.239336667,0.22014
43.583333,0.204234,0.169789333,0.162561333,0.126257333,0.142506,0.155119333,0.240494667,0.21926
43.666667,0.20542,0.170661333,0.163083333,0.126867333,0.14308,0.156391333,0.241658667,0.22124
43.75,0.206058,0.171451333,0.164295333,0.128457333,0.143846,0.157225333,0.242142667,0.22255
43.833333,0.20682,0.172829333,0.164619333,0.129289333,0.14423,0.158765333,0.243068667,0.22366
43.916667,0.207586,0.173705333,0.165553333,0.129833333,0.144998,0.159151333,0.244332667,0.22521
44,0.208868,0.174293333,0.166285333,0.130815333,0.14577,0.160117333,0.245408667,0.22454
44.083333,0.209554,0.175091333,0.167383333,0.131797333,0.14654,0.161343333,0.246194667,0.22698
44.166667,0.210542,0.175931333,0.168119333,0.132161333,0.147314,0.162577333,0.248108667,0.22743
44.25,0.211702,0.176819333,0.169301333,0.133221333,0.148474,0.163881333,0.249144667,0.23011
44.333333,0.212604,0.178427333,0.169873333,0.133987333,0.149446,0.166031333,0.250230667,0.23145
44.416667,0.213168,0.179189333,0.170857333,0.134797333,0.150224,0.167467333,0.250870667,0.23213
44.5,0.214076,0.180721333,0.171719333,0.135639333,0.151392,0.168975333,0.251810667,0.23281
44.583333,0.215204,0.182167333,0.172627333,0.136411333,0.152172,0.170161333,0.252408667,0.23416
44.666667,0.216116,0.182935333,0.173411333,0.136815333,0.152954,0.170819333,0.253506667,0.23507
44.75,0.217422,0.182891333,0.174609333,0.137957333,0.153738,0.171749333,0.255158667,0.23688
44.833333,0.218468,0.183703333,0.175521333,0.138141333,0.154524,0.173479333,0.256858667,0.23779
44.916667,0.218816,0.183961333,0.176475333,0.139105333,0.155312,0.174813333,0.258114667,0.23825
45,0.21943,0.184519333,0.177057333,0.140033333,0.1561,0.175411333,0.259830667,0.23757
45.083333,0.220306,0.185209333,0.177973333,0.141485333,0.15689,0.176881333,0.260890667,0.23917
45.166667,0.221012,0.186891333,0.178811333,0.142607333,0.15788,0.178225333,0.261652667,0.24215
45.25,0.221762,0.188145333,0.179439333,0.143613333,0.158674,0.178967333,0.262770667,0.24215
45.333333,0.223346,0.189227333,0.180321333,0.144325333,0.15947,0.180117333,0.263890667,0.24539
45.416667,0.224054,0.190401333,0.181245333,0.145113333,0.160266,0.182211333,0.264762667,0.24469
