time (hr),od-sensors-3.od-680_E21,od-sensors-6.od-680_E22,od-sensors-2.od-680_F21,od-sensors-5.od-680_F22,od-sensors-1.od-680_G21,od-sensors-7.od-680_G23,od-sensors-7.od-680_H21,od-sensors-8.od-680_H22
68.833333,0.651762,0.571503333,0.596525333,0.530429333,0.553754,0.602603333,0.636072667,0.65712
68.916667,0.654014,0.573709333,0.598829333,0.532451333,0.555728,0.604213333,0.637034667,0.65653
69,0.655086,0.575189333,0.600915333,0.534013333,0.557714,0.605111333,0.637880667,0.65892
69.083333,0.65665,0.577407333,0.602355333,0.535855333,0.559208,0.606191333,0.638726667,0.65892
69.166667,0.65785,0.579323333,0.605021333,0.537795333,0.560206,0.607635333,0.639452667,0.66194
69.25,0.660022,0.580811333,0.606701333,0.540305333,0.561708,0.608537333,0.640302667,0.66194
69.333333,0.661844,0.582311333,0.608841333,0.542091333,0.563728,0.609081333,0.640908667,0.66194
69.416667,0.664398,0.583707333,0.611209333,0.544729333,0.565248,0.609625333,0.641638667,0.66316
69.5,0.666236,0.585435333,0.613241333,0.546993333,0.56728,0.610351333,0.642614667,0.66376
69.583333,0.668936,0.586737333,0.614719333,0.549555333,0.569828,0.610899333,0.643468667,0.66437
69.666667,0.670538,0.588909333,0.616433333,0.551751333,0.57239,0.611627333,0.644452667,0.66682
69.75,0.672272,0.589997333,0.617927333,0.553573333,0.573936,0.612725333,0.645432667,0.66498
69.833333,0.674394,0.591527333,0.619543333,0.555021333,0.576004,0.614191333,0.646046667,0.66743
69.916667,0.676654,0.592847333,0.621625333,0.557345333,0.578084,0.615293333,0.646414667,0.66804
70,0.678542,0.594279333,0.623833333,0.559689333,0.579648,0.616293333,0.647152667,0.66989
70.083333,0.681324,0.595721333,0.625935333,0.562143333,0.581222,0.617293333,0.647276667,0.66804
70.166667,0.683606,0.597829333,0.628049333,0.564701333,0.583328,0.618293333,0.648144667,0.66989
70.25,0.685524,0.599275333,0.629339333,0.566967333,0.584912,0.619293333,0.648638667,0.67174
70.333333,0.687192,0.600503333,0.630875333,0.569455333,0.586506,0.620293333,0.649132667,0.67051
70.416667,0.688864,0.602525333,0.633141333,0.571659333,0.588638,0.621293333,0.650000667,0.67236
70.5,0.690552,0.603877333,0.634571333,0.573569333,0.590242,0.621957433,0.650870667,0.67051
70.583333,0.69237,0.605347333,0.636129333,0.575793333,0.591856,0.628609933,0.650994667,0.67423
70.666667,0.693936,0.607273333,0.638647333,0.578121333,0.59347,0.629704733,0.652242667,0.67361
70.75,0.69617,0.609089333,0.640697333,0.580683333,0.595094,0.630325733,0.652616667,0.67485
70.833333,0.69854,0.610005333,0.641547333,0.582839333,0.596728,0.6309194,0.653242667,0.6761
70.916667,0.700796,0.611609333,0.643491333,0.585107333,0.598362,0.634332733,0.653994667,0.67736
71,0.70319,0.613223333,0.645201333,0.587285333,0.600006,0.636130733,0.654996667,0.67548
71.083333,0.70559,0.615193333,0.646921333,0.589675333,0.602204,0.636882733,0.655374667,0.67485
71.166667,0.70693,0.617283333,0.649019333,0.591145333,0.604418,0.637786733,0.657388667,0.67673
71.25,0.70841,0.619611333,0.651619333,0.593145333,0.605524,0.638992733,0.658146667,0.67924
71.333333,0.709764,0.621599333,0.653859333,0.595471333,0.607752,0.640050733,0.658652667,0.68177
71.416667,0.711398,0.623241333,0.656491333,0.597061333,0.609428,0.640656733,0.659668667,0.68114
71.5,0.713314,0.624303333,0.658881333,0.599087333,0.611116,0.642642733,0.660302667,0.67924
71.583333,0.71564,0.625965333,0.660395333,0.601121333,0.612244,0.644168733,0.660684667,0.67987
71.666667,0.718118,0.627633333,0.662173333,0.603495333,0.6145,0.644930733,0.661194667,0.68177
71.75,0.720332,0.629305333,0.663955333,0.606329333,0.616208,0.646310733,0.662214667,0.68368
71.833333,0.722278,0.630981333,0.665883333,0.609047333,0.617916,0.648158733,0.662340667,0.68431
71.916667,0.723812,0.633143333,0.668079333,0.611123333,0.619636,0.647850733,0.664140667,0.68304
72,0.72592,0.634471333,0.670659333,0.613873333,0.621356,0.648624733,0.664654667,0.68241
72.083333,0.727754,0.636417333,0.672343333,0.616427333,0.623088,0.650014733,0.665550667,0.68495
72.166667,0.72988,0.637511333,0.674033333,0.617431333,0.624832,0.651260733,0.666066667,0.68816
72.25,0.732448,0.638849333,0.675343333,0.619439333,0.626576,0.651886733,0.667094667,0.68623
72.333333,0.73473,0.640197333,0.677193333,0.621677333,0.62833,0.653440733,0.667354667,0.68945
72.416667,0.736018,0.642415333,0.678781333,0.623257333,0.630084,0.654850733,0.668130667,0.6888
72.5,0.737456,0.643655333,0.681303333,0.624619333,0.631258,0.656740733,0.669428667,0.6888
72.583333,0.739344,0.645381333,0.683697333,0.627235333,0.632438,0.657844733,0.669946667,0.69074
72.666667,0.74095,0.647241333,0.685431333,0.629525333,0.634816,0.659266733,0.670596667,0.69139
72.75,0.74285,0.648989333,0.687459333,0.631591333,0.636606,0.661008733,0.670856667,0.69009
72.833333,0.745786,0.649993333,0.689757333,0.634249333,0.639002,0.661642733,0.671900667,0.69269
72.916667,0.749036,0.651503333,0.692077333,0.637395333,0.641398,0.661960733,0.672032667,0.69139
73,0.751264,0.653267333,0.694263333,0.639263333,0.643202,0.662918733,0.672944667,0.69204
73.083333,0.753204,0.655041333,0.697417333,0.641613333,0.644418,0.664526733,0.673860667,0.69595
73.166667,0.75621,0.656695333,0.698797333,0.644205333,0.646248,0.665814733,0.674648667,0.69595
73.25,0.757714,0.658609333,0.701157333,0.646585333,0.647472,0.668070733,0.674780667,0.69529
73.333333,0.758928,0.660017333,0.702833333,0.648263333,0.649314,0.670498733,0.675834667,0.69204
73.416667,0.761062,0.661685333,0.704649333,0.650777333,0.651156,0.672446733,0.676626667,0.6966
73.5,0.76289,0.663233333,0.705915333,0.652341333,0.65301,0.672936733,0.677818667,0.69858
73.583333,0.764278,0.664397333,0.708167333,0.655137333,0.654878,0.673262733,0.678478667,0.69595
73.666667,0.7669,0.665829333,0.709729333,0.657089333,0.656746,0.673752733,0.679804667,0.6999
73.75,0.768906,0.667787333,0.711869333,0.659541333,0.658628,0.674578733,0.679936667,0.69924
73.833333,0.771094,0.669357333,0.714013333,0.662007333,0.66051,0.675072733,0.680200667,0.69924
73.916667,0.773436,0.671067333,0.715729333,0.665093333,0.662406,0.676554733,0.680066667,0.70122
74,0.77548,0.672777333,0.717457333,0.666715333,0.664314,0.678698733,0.680466667,0.70255
74.083333,0.777538,0.674233333,0.719195333,0.668711333,0.666222,0.679690733,0.680600667,0.70188
74.166667,0.779594,0.675563333,0.720799333,0.670219333,0.667498,0.680522733,0.681134667,0.70321
74.25,0.781352,0.676625333,0.722851333,0.672241333,0.66942,0.681686733,0.682204667,0.70455
74.333333,0.783432,0.677559333,0.725941333,0.674663333,0.671358,0.682184733,0.683142667,0.70255
74.416667,0.785524,0.679303333,0.728003333,0.676443333,0.672004,0.682352733,0.683544667,0.70388
74.5,0.787468,0.680783333,0.730075333,0.679267333,0.673956,0.683522733,0.684486667,0.70455
74.583333,0.789736,0.683093333,0.732615333,0.682229333,0.675908,0.685042733,0.685156667,0.70455
74.666667,0.79153,0.685121333,0.734563333,0.684301333,0.677214,0.686902733,0.685560667,0.70522
74.75,0.793002,0.687849333,0.736225333,0.685867333,0.67853,0.688760733,0.686508667,0.70589
74.833333,0.794814,0.690183333,0.738641333,0.688477333,0.681162,0.689940733,0.687722667,0.7079
74.916667,0.796302,0.692381333,0.741689333,0.690321333,0.682488,0.691468733,0.688674667,0.70589
75,0.798632,0.693349333,0.742757333,0.692307333,0.683814,0.692496733,0.689214667,0.70858
75.083333,0.800802,0.695147333,0.744905333,0.694697333,0.685812,0.693012733,0.690438667,0.70656
75.166667,0.80365,0.696543333,0.746601333,0.697505333,0.687148,0.693698733,0.690574667,0.70993
75.25,0.80567,0.697947333,0.748773333,0.699513333,0.688496,0.695758733,0.690846667,0.70723
75.333333,0.80838,0.700203333,0.750023333,0.701671333,0.690524,0.696274733,0.690846667,0.71128
75.416667,0.810602,0.701749333,0.752671333,0.703295333,0.692552,0.696966733,0.691938667,0.71196
75.5,0.813,0.703869333,0.754875333,0.705753333,0.693908,0.697482733,0.691938667,0.71128
75.583333,0.814894,0.705575333,0.757403333,0.707955333,0.695952,0.698172733,0.693036667,0.7106
75.666667,0.817136,0.707433333,0.759149333,0.710429333,0.69732,0.699220733,0.693446667,0.714
75.75,0.818872,0.708875333,0.761541333,0.712643333,0.6987,0.700610733,0.694270667,0.71469
75.833333,0.820972,0.710447333,0.763623333,0.715419333,0.70008,0.701834733,0.694408667,0.714
75.916667,0.823438,0.711455333,0.765231333,0.717807333,0.70146,0.703582733,0.695372667,0.71469
76,0.82573,0.713343333,0.766685333,0.719925333,0.702152,0.704980733,0.695510667,0.71469
76.083333,0.827496,0.715391333,0.769287333,0.721757333,0.703542,0.705510733,0.696336667,0.71332
76.166667,0.829448,0.716707333,0.770755333,0.723741333,0.70424,0.706390733,0.696752667,0.71606
76.25,0.83124,0.718751333,0.773055333,0.725883333,0.70564,0.707632733,0.697718667,0.71743
76.333333,0.833046,0.720505333,0.775525333,0.727899333,0.70704,0.708342733,0.698136667,0.71881
76.416667,0.835036,0.721983333,0.777837333,0.729629333,0.70915,0.710122733,0.698830667,0.71743
76.5,0.83757,0.723929333,0.779505333,0.732377333,0.710562,0.711010733,0.699944667,0.71812
76.583333,0.839936,0.725567333,0.781671333,0.734701333,0.711974,0.712256733,0.700500667,0.72019
76.666667,0.84195,0.727661333,0.783861333,0.736451333,0.713398,0.712794733,0.701058667,0.71881
76.75,0.843982,0.730057333,0.785889333,0.738069333,0.714822,0.713508733,0.701196667,0.72089
76.833333,0.846392,0.731563333,0.788437333,0.740583333,0.715536,0.713868733,0.701476667,0.71743
76.916667,0.848436,0.732475333,0.791173333,0.743421333,0.716972,0.714948733,0.701336667,0.7195
77,0.850488,0.734143333,0.793915333,0.746263333,0.718408,0.716396733,0.702320667,0.72367
77.083333,0.852548,0.735669333,0.795813333,0.749571333,0.71913,0.716938733,0.703022667,0.72158
77.166667,0.855202,0.737667333,0.798065333,0.751981333,0.719852,0.718568733,0.704286667,0.72019
77.25,0.857102,0.740131333,0.800157333,0.754107333,0.720574,0.719658733,0.705554667,0.72367
77.333333,0.859388,0.741829333,0.802267333,0.755639333,0.720574,0.720020733,0.706538667,0.72228
77.416667,0.861684,0.744317333,0.804381333,0.757175333,0.7213,0.720570733,0.706820667,0.72577
77.5,0.864186,0.746975333,0.806677333,0.758409333,0.722026,0.721846733,0.707670667,0.72507
77.583333,0.866134,0.748859333,0.808989333,0.761359333,0.723484,0.722766733,0.708096667,0.72577
77.666667,0.868668,0.749801333,0.810953333,0.763855333,0.724942,0.723502733,0.707954667,0.72507
77.75,0.871412,0.751853333,0.812933333,0.766365333,0.7264,0.725152733,0.708664667,0.72718
77.833333,0.87437,0.753765333,0.815465333,0.769357333,0.727872,0.726074733,0.709232667,0.72718
77.916667,0.877348,0.755691333,0.818379333,0.772039333,0.729344,0.727368733,0.709660667,0.72647
78,0.879542,0.757455333,0.820939333,0.773793333,0.730084,0.728296733,0.710374667,0.72718
78.083333,0.88195,0.760509333,0.823691333,0.775713333,0.73157,0.729408733,0.711228667,0.72929
78.166667,0.88417,0.761957333,0.825717333,0.777969333,0.733056,0.731092733,0.711802667,0.72929
78.25,0.8862,0.763583333,0.827761333,0.780571333,0.733802,0.732402733,0.712376667,0.73
78.333333,0.88742,0.765223333,0.829633333,0.783173333,0.734548,0.733906733,0.713096667,0.72788
78.416667,0.889878,0.767025333,0.830753333,0.785459333,0.735294,0.734846733,0.713816667,0.72788
78.5,0.891522,0.768345333,0.832257333,0.787587333,0.736804,0.736354733,0.714536667,0.72929
78.583333,0.8938,0.771655333,0.835291333,0.789569333,0.738314,0.736922733,0.714968667,0.73
78.666667,0.896088,0.772481333,0.837385333,0.791575333,0.739066,0.738250733,0.715688667,0.73356
78.75,0.899218,0.773983333,0.838721333,0.793919333,0.739818,0.738822733,0.715976667,0.73213
78.833333,0.901322,0.775317333,0.841589333,0.796437333,0.741328,0.739772733,0.716266667,0.73284
78.916667,0.903632,0.777163333,0.844481333,0.799131333,0.741328,0.740154733,0.716410667,0.73356
79,0.90554,0.777671333,0.846631333,0.802537333,0.741328,0.740918733,0.716988667,0.73356
79.083333,0.907244,0.780707333,0.848579333,0.804935333,0.742086,0.741880733,0.717570667,0.73571
79.166667,0.909176,0.782235333,0.851509333,0.806995333,0.742844,0.742646733,0.718298667,0.73499
79.25,0.911114,0.784791333,0.854877333,0.809413333,0.74361,0.743606733,0.718734667,0.73356
79.333333,0.913706,0.786503333,0.856661333,0.811313333,0.745148,0.744758733,0.719460667,0.73714
79.416667,0.91654,0.788043333,0.858259333,0.812891333,0.746686,0.745722733,0.720044667,0.73499
79.5,0.919602,0.789777333,0.861265333,0.815179333,0.748224,0.745336733,0.720336667,0.73642
79.583333,0.922248,0.792033333,0.864095333,0.818003333,0.749762,0.746694733,0.721362667,0.73714
79.666667,0.924452,0.794135333,0.865521333,0.820309333,0.750534,0.747664733,0.722534667,0.73931
79.75,0.926674,0.796415333,0.868161333,0.822971333,0.751312,0.748442733,0.723118667,0.73714
79.833333,0.929376,0.799759333,0.871237333,0.824577333,0.75209,0.749220733,0.723118667,0.73714
79.916667,0.931862,0.802065333,0.873509333,0.826561333,0.752868,0.750384733,0.723704667,0.73714
80,0.93459,0.804201333,0.875797333,0.828927333,0.753646,0.751172733,0.723704667,0.73714
80.083333,0.937774,0.806537333,0.878507333,0.831297333,0.754424,0.751562733,0.724000667,0.73931
80.166667,0.940518,0.808877333,0.881019333,0.833857333,0.754424,0.752150733,0.725182667,0.74076
80.25,0.942366,0.810507333,0.883133333,0.836603333,0.75521,0.752740733,0.726804667,0.73931
80.333333,0.944924,0.812509333,0.885037333,0.838635333,0.755996,0.754914733,0.727692667,0.74003
80.416667,0.947266,0.815441333,0.886955333,0.840499333,0.756782,0.754914733,0.728286667,0.74149
80.5,0.949614,0.817281333,0.889317333,0.842557333,0.757568,0.756298733,0.728138667,0.74222
80.583333,0.951968,0.819311333,0.891905333,0.844815333,0.759148,0.756888733,0.728436667,0.74076
80.666667,0.954334,0.820787333,0.894731333,0.846887333,0.759148,0.758278733,0.727990667,0.74294
80.75,0.95697,0.822271333,0.897557333,0.849735333,0.759942,0.757680733,0.727250667,0.74441
80.833333,0.958646,0.823965333,0.900183333,0.852609333,0.760736,0.758672733,0.727698667,0.74441
80.916667,0.961304,0.826035333,0.902611333,0.854521333,0.76233,0.759072733,0.728740667,0.74587
81,0.963968,0.828499333,0.904827333,0.857033333,0.76313,0.759868733,0.729188667,0.74587
81.083333,0.967144,0.831719333,0.907293333,0.860135333,0.764724,0.760268733,0.730082667,0.74514
81.166667,0.969362,0.833995333,0.910215333,0.862483333,0.765524,0.762074733,0.731568667,0.74514
81.25,0.972316,0.835335333,0.912465333,0.864451333,0.766324,0.763482733,0.732168667,0.74661
81.333333,0.9743,0.836873333,0.914505333,0.867203333,0.767132,0.764894733,0.732620667,0.74735
81.416667,0.97705,0.839013333,0.917471333,0.869587333,0.76794,0.766914733,0.733222667,0.74808
81.5,0.97932,0.841163333,0.919309333,0.871583333,0.768748,0.768950733,0.733824667,0.74956
81.583333,0.98211,0.844095333,0.921391333,0.873995333,0.769556,0.769766733,0.733824667,0.74808
81.666667,0.984136,0.846643333,0.924643333,0.876011333,0.77118,0.769766733,0.733974667,0.74882
81.75,0.986942,0.849601333,0.927673333,0.878235333,0.771996,0.770378733,0.734426667,0.74956
81.833333,0.98952,0.851593333,0.930027333,0.881103333,0.772812,0.770788733,0.734730667,0.74956
81.916667,0.99185,0.854205333,0.933101333,0.883979333,0.772812,0.770172733,0.735336667,0.75031
82,0.993936,0.855809333,0.935715333,0.886251333,0.773628,0.770790733,0.736698667,0.74882
82.083333,0.9976,0.857819333,0.938847333,0.888523333,0.773628,0.772430733,0.737304667,0.74956
82.166667,1.00077,0.860053333,0.941743333,0.891229333,0.773628,0.773254733,0.737304667,0.75031
82.25,1.002888,0.862093333,0.944163333,0.893125333,0.773628,0.774494733,0.737608667,0.75179
82.333333,1.005824,0.863325333,0.946109333,0.895667333,0.774444,0.775316733,0.737760667,0.75329
82.416667,1.008506,0.866627333,0.949305333,0.897571333,0.775268,0.775936733,0.737912667,0.75329
82.5,1.010944,0.869523333,0.951543333,0.900335333,0.775268,0.776766733,0.738520667,0.75329
82.583333,1.013122,0.872029333,0.953781333,0.903127333,0.776922,0.777806733,0.739128667,0.75329
82.666667,1.01668,0.874117333,0.956777333,0.906159333,0.777746,0.778224733,0.739432667,0.75478
82.75,1.019438,0.876635333,0.960037333,0.908557333,0.77857,0.780100733,0.740042667,0.75478
82.833333,1.022204,0.877479333,0.962319333,0.911605333,0.77857,0.780516733,0.740502667,0.75553
82.916667,1.024432,0.879607333,0.964615333,0.914685333,0.780224,0.780516733,0.740350667,0.75553
83,1.02695,0.881535333,0.967169333,0.917343333,0.780224,0.781146733,0.740962667,0.75254
83.083333,1.028928,0.884107333,0.969225333,0.918901333,0.781054,0.781356733,0.741882667,0.75629
83.166667,1.031198,0.885827333,0.971555333,0.921367333,0.781884,0.781568733,0.742652667,0.75704
83.25,1.033766,0.888853333,0.974163333,0.923385333,0.782714,0.782620733,0.743268667,0.75704
83.333333,1.036924,0.890815333,0.976787333,0.925195333,0.783554,0.783672733,0.744652667,0.75931
83.416667,1.03981,0.893455333,0.979955333,0.927475333,0.784394,0.784732733,0.745732667,0.76007
83.5,1.043308,0.895215333,0.983675333,0.930675333,0.785234,0.785364733,0.746352667,0.75779
83.583333,1.046234,0.898085333,0.986883333,0.932513333,0.786074,0.786212733,0.746196667,0.75779
83.666667,1.049178,0.900313333,0.990397333,0.935513333,0.787762,0.787488733,0.746504667,0.76007
83.75,1.051852,0.902999333,0.993379333,0.938535333,0.787762,0.788550733,0.746660667,0.76083
83.833333,1.054836,0.904575333,0.995559333,0.940877333,0.78861,0.788764733,0.746972667,0.76083
83.916667,1.057248,0.907053333,0.997757333,0.943477333,0.789458,0.790470733,0.747128667,0.76159
84,1.05966,0.908867333,1.000523333,0.946309333,0.790306,0.790470733,0.748216667,0.76083
84.083333,1.062708,0.910231333,1.003039333,0.949415333,0.790306,0.790900733,0.748684667,0.76083
84.166667,1.064844,0.912769333,1.006125333,0.951573333,0.79201,0.792628733,0.748996667,0.76235
84.25,1.067308,0.915543333,1.009785333,0.954469333,0.79201,0.793488733,0.749464667,0.76159
84.333333,1.069476,0.918805333,1.012903333,0.956903333,0.792866,0.794572733,0.750088667,0.76311
84.416667,1.073226,0.922313333,1.016343333,0.959831333,0.793722,0.796734733,0.750558667,0.76541
84.5,1.075426,0.926059333,1.019229333,0.962049333,0.794578,0.798696733,0.750870667,0.76388
84.583333,1.078574,0.927953333,1.021545333,0.964509333,0.795442,0.799574733,0.751338667,0.76311
84.666667,1.081756,0.930331333,1.024173333,0.966997333,0.797162,0.801320733,0.751496667,0.76541
84.75,1.085276,0.932249333,1.026217333,0.969755333,0.798026,0.802198733,0.752126667,0.76388
84.833333,1.08787,0.934179333,1.027989333,0.972529333,0.79889,0.803078733,0.752126667,0.76618
84.916667,1.090452,0.936115333,1.030671333,0.974805333,0.799754,0.803520733,0.752912667,0.76465
85,1.093054,0.939035333,1.033657333,0.978113333,0.799754,0.803962733,0.753070667,0.76465
85.083333,1.095354,0.940987333,1.036673333,0.980937333,0.800626,0.804848733,0.753700667,0.76541
85.166667,1.097336,0.943199333,1.040911333,0.983521333,0.801498,0.805734733,0.753542667,0.76695
85.25,1.098996,0.945925333,1.044569333,0.985859333,0.80237,0.806398733,0.754172667,0.76618
85.333333,1.102338,0.948407333,1.047025333,0.989255333,0.803242,0.807066733,0.754172667,0.76618
85.416667,1.105706,0.950409333,1.049803333,0.991619333,0.804114,0.808406733,0.754486667,0.7685
85.5,1.109446,0.953167333,1.052611333,0.994267333,0.804996,0.809078733,0.754644667,0.76695
85.583333,1.112852,0.956207333,1.054809333,0.996661333,0.805878,0.809974733,0.755596667,0.77005
85.666667,1.115924,0.958245333,1.057017333,0.999061333,0.80676,0.812002733,0.756232667,0.77005
85.75,1.119398,0.960283333,1.060511333,1.001767333,0.807642,0.813126733,0.757504667,0.77083
85.833333,1.121834,0.963115333,1.064029333,1.004199333,0.808524,0.813352733,0.758774667,0.77005
85.916667,1.123234,0.965963333,1.067587333,1.006653333,0.809716,0.814028733,0.759092667,0.77161
86,1.126418,0.968049333,1.070829333,1.009117333,0.810312,0.814706733,0.759410667,0.77083
86.083333,1.129964,0.970931333,1.074415333,1.012147333,0.810848,0.814478733,0.759568667,0.77161
86.166667,1.132118,0.974079333,1.076715333,1.014941333,0.8110608,0.814704733,0.760050667,0.77265
86.25,1.136092,0.976735333,1.079369333,1.018009333,0.8112752,0.815838733,0.761123333,0.772195
86.333333,1.139592,0.978688667,1.082369333,1.020535333,0.8111312,0.816976733,0.762066167,0.772234
86.416667,1.143092,0.982188667,1.085369333,1.023355333,0.8109888,0.818348733,0.762891867,0.7717116
86.5,1.146592,0.985688667,1.088369333,1.026493333,0.810848,0.819494733,0.763160107,0.7715892
86.583333,1.150092,0.989188667,1.091369333,1.029379333,0.8112064,0.820406733,0.763561147,0.7716708
86.666667,1.15159,0.990686667,1.094369333,1.031971333,0.811386,0.821326733,0.763770587,0.7719964
86.75,1.152394,0.991490667,1.096,1.035457333,0.811685333,0.821786733,0.763461227,0.772234
86.833333,1.155582,0.994678667,1.099218,1.038967333,0.812288,0.821326733,0.762891867,0.772682
86.916667,1.158798,0.997894667,1.100826,1.042223333,0.812288,0.821096733,0.763413467,0.773298
87,1.160822,0.999918667,1.1037,1.044905333,0.813196,0.821556733,0.763552867,0.773204667
87.083333,1.163658,1.002754667,1.106562,1.048183333,0.814104,0.822020733,0.763511867,0.774708
87.166667,1.165702,1.004171067,1.109436,1.050589333,0.815012,0.822020733,0.764167867,0.774708
87.25,1.167754,1.009229733,1.11193,1.053009333,0.815012,0.822942733,0.764003867,0.774708
87.333333,1.169828,1.012309733,1.116088,1.054529333,0.81592,0.823634733,0.764167867,0.775838
87.416667,1.172746,1.014955733,1.118202,1.056363333,0.81684,0.824560733,0.764823867,0.775838
87.5,1.175252,1.017153733,1.12116,1.058829333,0.81776,0.824328733,0.765317867,0.774708
87.583333,1.178626,1.018935733,1.123274,1.061931333,0.81868,0.825254733,0.765481867,0.774708
87.666667,1.18245,1.021169733,1.125408,1.064739333,0.8196,0.825486733,0.765975867,0.776968
87.75,1.185874,1.022521733,1.12844,1.068183333,0.82052,0.826416733,0.767127867,0.776968
87.833333,1.188454,1.024789733,1.131488,1.072299333,0.821448,0.826648733,0.767623867,0.776968
87.916667,1.19191,1.027045733,1.134108,1.075481333,0.821448,0.827578733,0.767953867,0.778108
88,1.194972,1.029789733,1.138046,1.078371333,0.822376,0.827578733,0.768283867,0.776968
88.083333,1.19717,1.033015733,1.141574,1.081271333,0.823304,0.828746733,0.768947867,0.776968
88.166667,1.199828,1.034855733,1.143356,1.084193333,0.824232,0.828982733,0.769113867,0.778108
88.25,1.204306,1.037183733,1.1456,1.087159333,0.824232,0.829686733,0.769279867,0.776968
88.333333,1.206994,1.040445733,1.148758,1.090461333,0.82516,0.830156733,0.769611867,0.779248
88.416667,1.20971,1.042799733,1.151488,1.093789333,0.8261,0.831564733,0.770109867,0.780388
88.5,1.212426,1.044219733,1.153768,1.097473333,0.8261,0.831800733,0.770277867,0.780388
88.583333,1.21517,1.046573733,1.157444,1.101185333,0.82704,0.832744733,0.770943867,0.779248
88.666667,1.21656,1.048001733,1.160688,1.103911333,0.82704,0.833690733,0.771275867,0.779248
88.75,1.219332,1.049919733,1.163018,1.106995333,0.82798,0.834876733,0.771441867,0.778108
88.833333,1.222134,1.051849733,1.164886,1.109753333,0.82798,0.835114733,0.771941867,0.780388
88.916667,1.224462,1.054267733,1.168182,1.112179333,0.82892,0.836064733,0.772275867,0.780388
89,1.227776,1.057673733,1.171046,1.115695333,0.82987,0.836300733,0.772611867,0.780388
89.083333,1.231108,1.061099733,1.173438,1.118865333,0.83081,0.836300733,0.773281867,0.780388
89.166667,1.234458,1.063063733,1.176806,1.121341333,0.83176,0.836538733,0.774287867,0.781528
89.25,1.237354,1.065537733,1.180666,1.124551333,0.83271,0.836774733,0.774959867,0.782678
89.333333,1.241216,1.068533733,1.184092,1.128509333,0.83366,0.837252733,0.775463867,0.782678
89.416667,1.243662,1.070541733,1.186554,1.131429333,0.83366,0.837970733,0.775295867,0.781528
89.5,1.246622,1.072561733,1.189016,1.134349333,0.83461,0.839170733,0.775801867,0.783828
89.583333,1.2496,1.075079733,1.191506,1.137641333,0.83461,0.839892733,0.775801867,0.781528
89.666667,1.252594,1.077111733,1.193504,1.141353333,0.835568,0.840850733,0.776309867,0.782678
89.75,1.256118,1.078649733,1.196036,1.143967333,0.836526,0.841814733,0.775973867,0.784978
89.833333,1.259148,1.080705733,1.199084,1.146989333,0.837484,0.842054733,0.776647867,0.783828
89.916667,1.261696,1.082773733,1.202132,1.150397333,0.838442,0.842536733,0.775973867,0.783828
90,1.26478,1.085365733,1.204694,1.153819333,0.8394,0.843018733,0.775973867,0.783828
90.083333,1.266836,1.088505733,1.208302,1.156517333,0.8394,0.843260733,0.775973867,0.784978
90.166667,1.268918,1.091129733,1.211442,1.160001333,0.840372,0.843504733,0.775973867,0.783828
90.25,1.271528,1.093235733,1.2146,1.162735333,0.841344,0.845204733,0.776651867,0.786138
90.333333,1.274686,1.095353733,1.217758,1.166281333,0.842316,0.845692733,0.777325867,0.786138
90.416667,1.277342,1.097485733,1.220936,1.169843333,0.843288,0.845936733,0.778515867,0.784978
90.5,1.281062,1.098019733,1.224154,1.173031333,0.84426,0.847640733,0.778515867,0.784978
90.583333,1.284278,1.100177733,1.226312,1.175433333,0.84426,0.848128733,0.780041867,0.786138
90.666667,1.288066,1.102883733,1.228484,1.178253333,0.84426,0.848128733,0.779531867,0.786138
90.75,1.29079,1.105607733,1.231208,1.180287333,0.84426,0.848616733,0.779869867,0.784978
90.833333,1.29353,1.108347733,1.233394,1.182331333,0.84426,0.849594733,0.780211867,0.784978
90.916667,1.29685,1.111625733,1.23617,1.184801333,0.84426,0.850088733,0.780551867,0.787298
91,1.300192,1.113279733,1.237824,1.187689333,0.84426,0.850332733,0.780893867,0.786138
91.083333,1.302434,1.115507733,1.241186,1.191031333,0.845893333,0.851320733,0.781745867,0.787298
91.166667,1.305818,1.117749733,1.24457,1.194387333,0.84671,0.852308733,0.782085867,0.787298
91.25,1.309226,1.120005733,1.247954,1.197331333,0.8472,0.852741733,0.782085867,0.786138
91.333333,1.312092,1.122261733,1.25082,1.199443333,0.84818,0.852640067,0.782597867,0.786138
91.416667,1.314978,1.125091733,1.255392,1.202431333,0.84916,0.8538734,0.782425867,0.788458
91.5,1.317864,1.126225733,1.258298,1.204151333,0.84916,0.853050067,0.782425867,0.787298
91.583333,1.320196,1.127367733,1.26063,1.206317333,0.84916,0.852636733,0.782937867,0.787298
91.666667,1.32314,1.129099733,1.262962,1.208923333,0.850154,0.853359233,0.783109867,0.788458
91.75,1.324908,1.131417733,1.265926,1.211971333,0.851148,0.853792733,0.783971867,0.789628
91.833333,1.327288,1.134341733,1.268306,1.214617333,0.852142,0.854288733,0.784143867,0.788458
91.916667,1.330882,1.137247733,1.271312,1.217263333,0.853136,0.854782733,0.784485867,0.788458
92,1.334502,1.140769733,1.274318,1.219485333,0.85413,0.855278733,0.785173867,0.789628
92.083333,1.336932,1.142535733,1.278556,1.222173333,0.85413,0.855528733,0.785863867,0.789628
92.166667,1.339958,1.144913733,1.281004,1.225333333,0.85413,0.855528733,0.785689867,0.788458
